"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"организация резервного копирования","8541917","225","4270958"
"администрирование сетей и серверов","9734320","171","4867160"
"техническая поддержка рабочих станций и ИТ сервисов","6403646","110","2134548"
"веб-разработка","5161561","148","2580780"
"создание мобильных систем","9112455","165","4556227"
"создание и обслуживание систем контроля доступа к портам и устройствам","4666579","124","2333289"
"организацию антивирусной защиты","6931093","364","3465546"
"решения касающиеся сетевой безопасности и отражения угроз","3542606","268","1180868"
"организация систем видеонаблюдения","7502490","221","2500830"
"построение и обслуживание структурированных кабельных систем (СКС)","3579052","118","1193017"
"создание и поддержка интеллектуальных медиасистем","9658123","16","3219374"
"телефония","1237970","172","412656"
"создание виртуального офиса","5682946","96","2841473"
"организация резервного копирования","4990758","231","1663586"
"администрирование сетей и серверов","5195820","322","2597910"
"техническая поддержка рабочих станций и ИТ сервисов","5513862","72","2756931"
"веб-разработка","2048031","119","1024015"
"создание мобильных систем","6262600","351","2087533"
"создание и обслуживание систем контроля доступа к портам и устройствам","2791964","32","1395982"
"организацию антивирусной защиты","8123557","154","2707852"
"решения касающиеся сетевой безопасности и отражения угроз","5511998","325","1837332"
"организация систем видеонаблюдения","2810743","362","936914"
"построение и обслуживание структурированных кабельных систем (СКС)","7532193","257","3766096"
"создание и поддержка интеллектуальных медиасистем","1453470","249","484490"
"телефония","6336898","41","3168449"
"создание виртуального офиса","3785129","55","1892564"
"организация резервного копирования","7605117","223","3802558"
"администрирование сетей и серверов","9868525","132","3289508"
"техническая поддержка рабочих станций и ИТ сервисов","8473761","151","4236880"
"веб-разработка","9426440","251","3142146"
"создание мобильных систем","5680408","357","1893469"
"создание и обслуживание систем контроля доступа к портам и устройствам","2009269","316","669756"
"организацию антивирусной защиты","6259883","328","2086627"
"решения касающиеся сетевой безопасности и отражения угроз","5811390","75","1937130"
"организация систем видеонаблюдения","3331036","82","1665518"
"построение и обслуживание структурированных кабельных систем (СКС)","6376573","45","3188286"
"создание и поддержка интеллектуальных медиасистем","3583429","183","1791714"
"телефония","7442723","216","3721361"
"создание виртуального офиса","8082906","25","4041453"
"организация резервного копирования","7205060","22","2401686"
"администрирование сетей и серверов","1019412","36","509706"
"техническая поддержка рабочих станций и ИТ сервисов","438913","168","219456"
"веб-разработка","204714","270","68238"
"создание мобильных систем","7507810","154","3753905"
"создание и обслуживание систем контроля доступа к портам и устройствам","9928309","182","3309436"
"организацию антивирусной защиты","4802720","253","1600906"
"решения касающиеся сетевой безопасности и отражения угроз","370735","293","123578"
"организация систем видеонаблюдения","1425212","99","712606"
"построение и обслуживание структурированных кабельных систем (СКС)","4314153","94","2157076"
"создание и поддержка интеллектуальных медиасистем","5218739","327","2609369"
"телефония","2112729","171","704243"
"создание виртуального офиса","5576003","171","2788001"
"организация резервного копирования","4470638","334","2235319"
"администрирование сетей и серверов","6447325","156","2149108"
"техническая поддержка рабочих станций и ИТ сервисов","1024932","15","512466"
"веб-разработка","7063274","185","2354424"
"создание мобильных систем","6968169","107","2322723"
"создание и обслуживание систем контроля доступа к портам и устройствам","7770753","42","3885376"
"организацию антивирусной защиты","5391230","98","1797076"
"решения касающиеся сетевой безопасности и отражения угроз","2019011","232","673003"
"организация систем видеонаблюдения","3686110","112","1228703"
"построение и обслуживание структурированных кабельных систем (СКС)","7295878","57","2431959"
"создание и поддержка интеллектуальных медиасистем","5371014","314","2685507"
"телефония","1386293","107","462097"
"создание виртуального офиса","6136514","237","3068257"
"организация резервного копирования","8976003","286","4488001"
"администрирование сетей и серверов","4402640","227","2201320"
"техническая поддержка рабочих станций и ИТ сервисов","5383803","46","1794601"
"веб-разработка","119656","350","39885"
"создание мобильных систем","5961228","195","2980614"
"создание и обслуживание систем контроля доступа к портам и устройствам","2502085","331","834028"
"организацию антивирусной защиты","7223676","116","3611838"
"решения касающиеся сетевой безопасности и отражения угроз","375864","337","187932"
"организация систем видеонаблюдения","4928345","330","1642781"
"построение и обслуживание структурированных кабельных систем (СКС)","9480647","273","3160215"
"создание и поддержка интеллектуальных медиасистем","8307042","324","4153521"
"телефония","163294","213","54431"
"создание виртуального офиса","1580623","245","790311"
"организация резервного копирования","4986577","171","1662192"
"администрирование сетей и серверов","6153433","22","3076716"
"техническая поддержка рабочих станций и ИТ сервисов","5121374","343","1707124"
"веб-разработка","7706126","48","2568708"
"создание мобильных систем","3717213","198","1239071"
"создание и обслуживание систем контроля доступа к портам и устройствам","4750407","118","1583469"
"организацию антивирусной защиты","138949","203","69474"
"решения касающиеся сетевой безопасности и отражения угроз","2488823","108","1244411"
"организация систем видеонаблюдения","8542528","123","2847509"
"построение и обслуживание структурированных кабельных систем (СКС)","8062242","193","2687414"
"создание и поддержка интеллектуальных медиасистем","2081626","357","1040813"
"телефония","1196503","246","398834"
"создание виртуального офиса","1864176","61","932088"
"организация резервного копирования","1225874","120","612937"
"администрирование сетей и серверов","8356052","98","2785350"
"техническая поддержка рабочих станций и ИТ сервисов","753492","141","251164"
"веб-разработка","9175333","95","3058444"
"создание мобильных систем","5699621","31","1899873"
"создание и обслуживание систем контроля доступа к портам и устройствам","8999269","153","2999756"
"организацию антивирусной защиты","7783026","208","3891513"
"решения касающиеся сетевой безопасности и отражения угроз","9070749","149","3023583"
"организация систем видеонаблюдения","6894152","137","3447076"
"построение и обслуживание структурированных кабельных систем (СКС)","3473044","332","1736522"
"создание и поддержка интеллектуальных медиасистем","2620579","223","873526"
"телефония","4250042","147","2125021"
"создание виртуального офиса","584041","215","292020"
"организация резервного копирования","2384393","153","794797"
"администрирование сетей и серверов","8527721","130","2842573"
"техническая поддержка рабочих станций и ИТ сервисов","5789478","319","1929826"
"веб-разработка","1184742","181","592371"
"создание мобильных систем","9578337","174","4789168"
"создание и обслуживание систем контроля доступа к портам и устройствам","883593","345","294531"
"организацию антивирусной защиты","9729367","268","3243122"
"решения касающиеся сетевой безопасности и отражения угроз","5847505","107","2923752"
"организация систем видеонаблюдения","3626465","62","1813232"
"построение и обслуживание структурированных кабельных систем (СКС)","6234542","170","3117271"
"создание и поддержка интеллектуальных медиасистем","8524173","141","4262086"
"телефония","9393187","265","4696593"
"создание виртуального офиса","6738022","345","2246007"
"организация резервного копирования","7646967","104","2548989"
"администрирование сетей и серверов","9351703","305","3117234"
"техническая поддержка рабочих станций и ИТ сервисов","1442617","320","721308"
"веб-разработка","9918747","210","3306249"
"создание мобильных систем","9199455","115","3066485"
"создание и обслуживание систем контроля доступа к портам и устройствам","3316982","95","1658491"
"организацию антивирусной защиты","423472","153","141157"
"решения касающиеся сетевой безопасности и отражения угроз","4585061","361","1528353"
"организация систем видеонаблюдения","1477382","169","492460"
"построение и обслуживание структурированных кабельных систем (СКС)","4607898","104","2303949"
"создание и поддержка интеллектуальных медиасистем","5060441","135","2530220"
"телефония","1067641","242","533820"
"создание виртуального офиса","2789440","139","929813"
"организация резервного копирования","8605000","29","2868333"
"администрирование сетей и серверов","7284536","107","2428178"
"техническая поддержка рабочих станций и ИТ сервисов","6474765","302","2158255"
"веб-разработка","8571482","361","2857160"
"создание мобильных систем","8144189","31","4072094"
"создание и обслуживание систем контроля доступа к портам и устройствам","2997087","47","1498543"
"организацию антивирусной защиты","9879435","343","3293145"
"решения касающиеся сетевой безопасности и отражения угроз","8788741","344","2929580"
"организация систем видеонаблюдения","1503372","148","501124"
"построение и обслуживание структурированных кабельных систем (СКС)","8683618","348","2894539"
"создание и поддержка интеллектуальных медиасистем","5821217","265","2910608"
"телефония","1885441","20","942720"
"создание виртуального офиса","2160899","45","1080449"
"организация резервного копирования","687831","77","229277"
"администрирование сетей и серверов","1362518","152","681259"
"техническая поддержка рабочих станций и ИТ сервисов","5520039","209","1840013"
"веб-разработка","2304908","23","768302"
"создание мобильных систем","5761740","37","1920580"
"создание и обслуживание систем контроля доступа к портам и устройствам","8532311","126","2844103"
"организацию антивирусной защиты","721139","222","360569"
"решения касающиеся сетевой безопасности и отражения угроз","1573199","20","786599"
"организация систем видеонаблюдения","3532228","330","1766114"
"построение и обслуживание структурированных кабельных систем (СКС)","2090031","102","1045015"
"создание и поддержка интеллектуальных медиасистем","4523820","252","2261910"
"телефония","2105045","363","701681"
"создание виртуального офиса","5193135","130","1731045"
"организация резервного копирования","1493782","241","746891"
"администрирование сетей и серверов","3532593","214","1177531"
"техническая поддержка рабочих станций и ИТ сервисов","5088167","298","2544083"
"веб-разработка","8183717","307","2727905"
"создание мобильных систем","5721824","158","1907274"
"создание и обслуживание систем контроля доступа к портам и устройствам","5946305","114","2973152"
"организацию антивирусной защиты","8949813","101","4474906"
"решения касающиеся сетевой безопасности и отражения угроз","6527679","261","2175893"
"организация систем видеонаблюдения","2906102","240","1453051"
"построение и обслуживание структурированных кабельных систем (СКС)","1252647","238","417549"
"создание и поддержка интеллектуальных медиасистем","4330034","319","1443344"
"телефония","9574291","32","4787145"
"создание виртуального офиса","1316770","70","658385"
"организация резервного копирования","9772225","84","4886112"
"администрирование сетей и серверов","5250140","135","1750046"
"техническая поддержка рабочих станций и ИТ сервисов","3274602","55","1091534"
"веб-разработка","9430403","146","4715201"
"создание мобильных систем","8371979","133","2790659"
"создание и обслуживание систем контроля доступа к портам и устройствам","3292954","180","1097651"
"организацию антивирусной защиты","601055","306","200351"
"решения касающиеся сетевой безопасности и отражения угроз","4289057","96","2144528"
"организация систем видеонаблюдения","9925613","34","4962806"
"построение и обслуживание структурированных кабельных систем (СКС)","5223391","212","2611695"
"создание и поддержка интеллектуальных медиасистем","4142742","96","2071371"
"телефония","3538106","111","1769053"
"создание виртуального офиса","725277","295","362638"
"организация резервного копирования","1645419","180","548473"
"администрирование сетей и серверов","7484118","16","3742059"
"техническая поддержка рабочих станций и ИТ сервисов","539035","45","179678"
"веб-разработка","9786962","56","4893481"
"создание мобильных систем","4359056","38","2179528"
"создание и обслуживание систем контроля доступа к портам и устройствам","5158564","251","1719521"
"организацию антивирусной защиты","278026","316","139013"
"решения касающиеся сетевой безопасности и отражения угроз","5937191","206","2968595"
"организация систем видеонаблюдения","6555153","276","2185051"
"построение и обслуживание структурированных кабельных систем (СКС)","6579038","360","3289519"
"создание и поддержка интеллектуальных медиасистем","3084192","197","1542096"
"телефония","1861640","128","930820"
"создание виртуального офиса","9082663","122","4541331"
"организация резервного копирования","4143505","341","2071752"
"администрирование сетей и серверов","4596372","131","2298186"
"техническая поддержка рабочих станций и ИТ сервисов","9065981","222","3021993"
"веб-разработка","8269949","160","2756649"
"создание мобильных систем","2780088","227","1390044"
"создание и обслуживание систем контроля доступа к портам и устройствам","7841363","172","2613787"
"организацию антивирусной защиты","8097616","185","4048808"
"решения касающиеся сетевой безопасности и отражения угроз","4222107","22","1407369"
"организация систем видеонаблюдения","6721138","283","2240379"
"построение и обслуживание структурированных кабельных систем (СКС)","3200107","216","1600053"
"создание и поддержка интеллектуальных медиасистем","8336795","201","4168397"
"телефония","9572129","99","3190709"
"создание виртуального офиса","7998558","333","2666186"
"организация резервного копирования","2193158","274","731052"
"администрирование сетей и серверов","1270739","176","423579"
"техническая поддержка рабочих станций и ИТ сервисов","5766377","232","1922125"
"веб-разработка","7975541","323","3987770"
"создание мобильных систем","9128116","329","3042705"
"создание и обслуживание систем контроля доступа к портам и устройствам","6205003","206","3102501"
"организацию антивирусной защиты","6261199","42","2087066"
"решения касающиеся сетевой безопасности и отражения угроз","1238211","219","412737"
"организация систем видеонаблюдения","2963938","238","987979"
"построение и обслуживание структурированных кабельных систем (СКС)","5138727","93","2569363"
"создание и поддержка интеллектуальных медиасистем","9257964","134","4628982"
"телефония","728996","158","242998"
"создание виртуального офиса","6498215","201","2166071"
"организация резервного копирования","7834206","221","3917103"
"администрирование сетей и серверов","6586845","335","2195615"
"техническая поддержка рабочих станций и ИТ сервисов","8764984","17","2921661"
"веб-разработка","5893756","280","1964585"
"создание мобильных систем","8970378","192","2990126"
"создание и обслуживание систем контроля доступа к портам и устройствам","3000546","174","1500273"
"организацию антивирусной защиты","4939106","338","1646368"
"решения касающиеся сетевой безопасности и отражения угроз","6969611","134","3484805"
"организация систем видеонаблюдения","6747504","121","2249168"
"построение и обслуживание структурированных кабельных систем (СКС)","5263395","217","1754465"
"создание и поддержка интеллектуальных медиасистем","6592643","233","2197547"
"телефония","8630816","294","2876938"
"создание виртуального офиса","2111430","360","703810"
"организация резервного копирования","2581325","277","860441"
"администрирование сетей и серверов","9462157","180","3154052"
"техническая поддержка рабочих станций и ИТ сервисов","3111325","62","1555662"
"веб-разработка","4388390","140","2194195"
"создание мобильных систем","9540378","314","3180126"
"создание и обслуживание систем контроля доступа к портам и устройствам","5349639","290","2674819"
"организацию антивирусной защиты","4389066","224","1463022"
"решения касающиеся сетевой безопасности и отражения угроз","3204430","176","1068143"
"организация систем видеонаблюдения","4670735","279","2335367"
"построение и обслуживание структурированных кабельных систем (СКС)","5855164","332","1951721"
"создание и поддержка интеллектуальных медиасистем","4373961","198","1457987"
"телефония","2472304","97","824101"
"создание виртуального офиса","7154110","149","2384703"
"организация резервного копирования","4158464","193","2079232"
"администрирование сетей и серверов","1087528","224","543764"
"техническая поддержка рабочих станций и ИТ сервисов","8281693","307","4140846"
"веб-разработка","434604","208","144868"
"создание мобильных систем","8899265","301","2966421"
"создание и обслуживание систем контроля доступа к портам и устройствам","4940303","69","1646767"
"организацию антивирусной защиты","6221929","86","2073976"
"решения касающиеся сетевой безопасности и отражения угроз","857453","43","428726"
"организация систем видеонаблюдения","2492869","84","830956"
"построение и обслуживание структурированных кабельных систем (СКС)","848153","99","424076"
"создание и поддержка интеллектуальных медиасистем","4287803","16","2143901"
"телефония","1609163","197","804581"
"создание виртуального офиса","2952070","76","1476035"
"организация резервного копирования","5869279","48","1956426"
"администрирование сетей и серверов","9626740","110","4813370"
"техническая поддержка рабочих станций и ИТ сервисов","6118406","35","2039468"
"веб-разработка","761959","233","380979"
"создание мобильных систем","8825456","300","2941818"
"создание и обслуживание систем контроля доступа к портам и устройствам","8916473","185","4458236"
"организацию антивирусной защиты","7417429","361","3708714"
"решения касающиеся сетевой безопасности и отражения угроз","2575697","164","858565"
"организация систем видеонаблюдения","2659997","261","886665"
"построение и обслуживание структурированных кабельных систем (СКС)","7650110","299","2550036"
"создание и поддержка интеллектуальных медиасистем","2353354","21","1176677"
"телефония","711086","364","237028"
"создание виртуального офиса","4085168","181","2042584"
"организация резервного копирования","6534577","290","2178192"
"администрирование сетей и серверов","191700","133","95850"
"техническая поддержка рабочих станций и ИТ сервисов","4225953","204","1408651"
"веб-разработка","952061","310","317353"
"создание мобильных систем","4252449","240","1417483"
"создание и обслуживание систем контроля доступа к портам и устройствам","506942","290","253471"
"организацию антивирусной защиты","6454624","204","2151541"
"решения касающиеся сетевой безопасности и отражения угроз","3848241","15","1924120"
"организация систем видеонаблюдения","1221225","192","407075"
"построение и обслуживание структурированных кабельных систем (СКС)","1106773","193","368924"
"создание и поддержка интеллектуальных медиасистем","7334128","138","2444709"
"телефония","693799","205","346899"
"создание виртуального офиса","2624668","238","874889"
"организация резервного копирования","7501351","102","3750675"
"администрирование сетей и серверов","2712251","58","1356125"
"техническая поддержка рабочих станций и ИТ сервисов","1532953","54","510984"
"веб-разработка","1755598","269","877799"
"создание мобильных систем","569222","257","284611"
"создание и обслуживание систем контроля доступа к портам и устройствам","9067920","141","4533960"
"организацию антивирусной защиты","4064436","194","2032218"
"решения касающиеся сетевой безопасности и отражения угроз","5936541","270","1978847"
"организация систем видеонаблюдения","4901707","67","2450853"
"построение и обслуживание структурированных кабельных систем (СКС)","6607160","247","3303580"
"создание и поддержка интеллектуальных медиасистем","6666724","218","3333362"
"телефония","4703643","144","1567881"
"создание виртуального офиса","8952792","274","4476396"
"организация резервного копирования","4592016","54","2296008"
"администрирование сетей и серверов","6185742","250","3092871"
"техническая поддержка рабочих станций и ИТ сервисов","3375225","58","1125075"
"веб-разработка","7796470","55","2598823"
"создание мобильных систем","5526024","79","2763012"
"создание и обслуживание систем контроля доступа к портам и устройствам","682173","48","341086"
"организацию антивирусной защиты","9900689","79","3300229"
"решения касающиеся сетевой безопасности и отражения угроз","8250109","140","2750036"
"организация систем видеонаблюдения","4467383","100","1489127"
"построение и обслуживание структурированных кабельных систем (СКС)","8738387","71","4369193"
"создание и поддержка интеллектуальных медиасистем","2030224","136","676741"
"телефония","629842","158","314921"
"создание виртуального офиса","8215960","114","2738653"
"организация резервного копирования","9021377","268","4510688"
"администрирование сетей и серверов","4470782","62","2235391"
"техническая поддержка рабочих станций и ИТ сервисов","4373674","303","1457891"
"веб-разработка","191237","315","63745"
"создание мобильных систем","9635859","71","4817929"
"создание и обслуживание систем контроля доступа к портам и устройствам","789164","112","263054"
"организацию антивирусной защиты","2780237","56","1390118"
"решения касающиеся сетевой безопасности и отражения угроз","6009326","116","2003108"
"организация систем видеонаблюдения","8154978","146","2718326"
"построение и обслуживание структурированных кабельных систем (СКС)","4887736","272","2443868"
"создание и поддержка интеллектуальных медиасистем","6116534","62","2038844"
"телефония","9789974","28","4894987"
"создание виртуального офиса","3815693","315","1271897"
"организация резервного копирования","440320","186","220160"
"администрирование сетей и серверов","5791031","264","1930343"
"техническая поддержка рабочих станций и ИТ сервисов","1578411","90","789205"
"веб-разработка","5438562","288","1812854"
"создание мобильных систем","6542625","253","2180875"
"создание и обслуживание систем контроля доступа к портам и устройствам","4851257","121","1617085"
"организацию антивирусной защиты","7785472","333","3892736"
"решения касающиеся сетевой безопасности и отражения угроз","712181","14","356090"
"организация систем видеонаблюдения","9571146","63","3190382"
"построение и обслуживание структурированных кабельных систем (СКС)","6202144","134","2067381"
"создание и поддержка интеллектуальных медиасистем","6793608","71","2264536"
"телефония","7689587","170","3844793"
"создание виртуального офиса","602914","194","200971"
"организация резервного копирования","9122445","192","4561222"
"администрирование сетей и серверов","5056049","163","1685349"
"техническая поддержка рабочих станций и ИТ сервисов","7797425","265","3898712"
"веб-разработка","9739219","83","3246406"
"создание мобильных систем","6924158","25","2308052"
"создание и обслуживание систем контроля доступа к портам и устройствам","4911355","35","2455677"
"организацию антивирусной защиты","7932445","81","3966222"
"решения касающиеся сетевой безопасности и отражения угроз","4725393","64","2362696"
"организация систем видеонаблюдения","3572400","48","1190800"
"построение и обслуживание структурированных кабельных систем (СКС)","8959188","260","2986396"
"создание и поддержка интеллектуальных медиасистем","5312342","331","1770780"
"телефония","1684971","213","842485"
"создание виртуального офиса","1824292","349","608097"
"организация резервного копирования","4456273","230","2228136"
"администрирование сетей и серверов","7930232","330","2643410"
"техническая поддержка рабочих станций и ИТ сервисов","5741677","144","2870838"
"веб-разработка","6839232","262","2279744"
"создание мобильных систем","7650602","209","2550200"
"создание и обслуживание систем контроля доступа к портам и устройствам","759119","76","253039"
"организацию антивирусной защиты","1744303","338","872151"
"решения касающиеся сетевой безопасности и отражения угроз","5691596","339","2845798"
"организация систем видеонаблюдения","6174355","312","3087177"
"построение и обслуживание структурированных кабельных систем (СКС)","3717101","320","1239033"
"создание и поддержка интеллектуальных медиасистем","8278942","138","4139471"
"телефония","8874172","42","2958057"
"создание виртуального офиса","3621555","287","1810777"
"организация резервного копирования","7807958","239","3903979"
"администрирование сетей и серверов","4153253","89","1384417"
"техническая поддержка рабочих станций и ИТ сервисов","6935854","110","3467927"
"веб-разработка","7658947","261","3829473"
"создание мобильных систем","1406104","270","468701"
"создание и обслуживание систем контроля доступа к портам и устройствам","3827288","179","1913644"
"организацию антивирусной защиты","7393513","159","3696756"
"решения касающиеся сетевой безопасности и отражения угроз","1805381","16","601793"
"организация систем видеонаблюдения","8161881","25","4080940"
"построение и обслуживание структурированных кабельных систем (СКС)","7170556","186","2390185"
"создание и поддержка интеллектуальных медиасистем","3999590","280","1999795"
"телефония","4017725","141","1339241"
"создание виртуального офиса","7796904","213","2598968"
"организация резервного копирования","4372150","220","1457383"
"администрирование сетей и серверов","3434378","351","1144792"
"техническая поддержка рабочих станций и ИТ сервисов","8570704","142","4285352"
"веб-разработка","4245078","151","1415026"
"создание мобильных систем","6985231","78","2328410"
"создание и обслуживание систем контроля доступа к портам и устройствам","8627505","67","4313752"
"организацию антивирусной защиты","747960","86","373980"
"решения касающиеся сетевой безопасности и отражения угроз","9239357","277","4619678"
"организация систем видеонаблюдения","2607648","72","869216"
"построение и обслуживание структурированных кабельных систем (СКС)","8223111","103","2741037"
"создание и поддержка интеллектуальных медиасистем","5940322","24","1980107"
"телефония","5082622","42","2541311"
"создание виртуального офиса","5496384","113","1832128"
"организация резервного копирования","9620207","193","3206735"
"администрирование сетей и серверов","440549","156","220274"
"техническая поддержка рабочих станций и ИТ сервисов","8174281","53","4087140"
"веб-разработка","3388007","129","1694003"
"создание мобильных систем","1270823","48","423607"
"создание и обслуживание систем контроля доступа к портам и устройствам","4329854","231","2164927"
"организацию антивирусной защиты","5371925","332","2685962"
"решения касающиеся сетевой безопасности и отражения угроз","7060702","222","2353567"
"организация систем видеонаблюдения","6367010","291","2122336"
"построение и обслуживание структурированных кабельных систем (СКС)","8792108","109","4396054"
"создание и поддержка интеллектуальных медиасистем","1269232","222","423077"
"телефония","1807142","224","602380"
"создание виртуального офиса","9264501","20","3088167"
"организация резервного копирования","3177733","303","1588866"
"администрирование сетей и серверов","4657552","304","1552517"
"техническая поддержка рабочих станций и ИТ сервисов","5973729","81","2986864"
"веб-разработка","8362574","176","2787524"
"создание мобильных систем","567635","112","283817"
"создание и обслуживание систем контроля доступа к портам и устройствам","3053927","35","1017975"
"организацию антивирусной защиты","1116032","120","558016"
"решения касающиеся сетевой безопасности и отражения угроз","865373","56","432686"
"организация систем видеонаблюдения","7963599","53","3981799"
"построение и обслуживание структурированных кабельных систем (СКС)","7819733","311","3909866"
"создание и поддержка интеллектуальных медиасистем","7398570","102","3699285"
"телефония","3849687","22","1924843"
"создание виртуального офиса","5286072","56","2643036"
"организация резервного копирования","6825143","152","3412571"
"администрирование сетей и серверов","8704998","83","2901666"
"техническая поддержка рабочих станций и ИТ сервисов","5094351","114","1698117"
"веб-разработка","2512880","348","837626"
"создание мобильных систем","3700158","268","1850079"
"создание и обслуживание систем контроля доступа к портам и устройствам","4447974","312","2223987"
"организацию антивирусной защиты","933381","304","466690"
"решения касающиеся сетевой безопасности и отражения угроз","5476244","204","2738122"
"организация систем видеонаблюдения","6522491","49","3261245"
"построение и обслуживание структурированных кабельных систем (СКС)","8699056","31","2899685"
"создание и поддержка интеллектуальных медиасистем","4668987","125","2334493"
"телефония","2479349","325","826449"
"создание виртуального офиса","8742805","111","4371402"
"организация резервного копирования","7732649","198","2577549"
"администрирование сетей и серверов","2555810","231","1277905"
"техническая поддержка рабочих станций и ИТ сервисов","6950872","225","2316957"
"веб-разработка","9215997","288","4607998"
"создание мобильных систем","5582624","45","1860874"
"создание и обслуживание систем контроля доступа к портам и устройствам","245684","39","81894"
"организацию антивирусной защиты","808806","253","269602"
"решения касающиеся сетевой безопасности и отражения угроз","431513","165","215756"
"организация систем видеонаблюдения","6191349","15","2063783"
"построение и обслуживание структурированных кабельных систем (СКС)","7105146","175","2368382"
"создание и поддержка интеллектуальных медиасистем","3521456","143","1173818"
"телефония","4742909","273","1580969"
"создание виртуального офиса","7897476","202","3948738"
