"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"решения касающиеся сетевой безопасности и отражения угроз","4786617","339","1595539"
"организация систем видеонаблюдения","1637726","305","818863"
"построение и обслуживание структурированных кабельных систем (СКС)","485017","239","161672"
"создание и поддержка интеллектуальных медиасистем","566615","250","188871"
"телефония","7887837","322","2629279"
"создание виртуального офиса","281340","282","140670"
"организация резервного копирования","4088799","63","1362933"
"администрирование сетей и серверов","2452150","344","1226075"
"техническая поддержка рабочих станций и ИТ сервисов","6061265","336","3030632"
"веб-разработка","2703876","277","901292"
"создание мобильных систем","1848243","362","924121"
"создание и обслуживание систем контроля доступа к портам и устройствам","6652810","123","2217603"
"организацию антивирусной защиты","4718343","263","1572781"
"решения касающиеся сетевой безопасности и отражения угроз","8447806","77","2815935"
"организация систем видеонаблюдения","6527899","65","3263949"
"построение и обслуживание структурированных кабельных систем (СКС)","8946690","32","4473345"
"создание и поддержка интеллектуальных медиасистем","7669826","42","3834913"
"телефония","9426265","115","4713132"
"создание виртуального офиса","7217348","77","2405782"
"организация резервного копирования","7495096","242","2498365"
"администрирование сетей и серверов","9452044","360","3150681"
"техническая поддержка рабочих станций и ИТ сервисов","5896956","137","1965652"
"веб-разработка","7386735","207","2462245"
"создание мобильных систем","512568","319","170856"
"создание и обслуживание систем контроля доступа к портам и устройствам","8452183","265","2817394"
"организацию антивирусной защиты","9836859","205","4918429"
"решения касающиеся сетевой безопасности и отражения угроз","3477305","165","1738652"
"организация систем видеонаблюдения","4858936","237","1619645"
"построение и обслуживание структурированных кабельных систем (СКС)","527982","296","175994"
"создание и поддержка интеллектуальных медиасистем","6078021","290","3039010"
"телефония","3094309","144","1547154"
"создание виртуального офиса","5245222","293","1748407"
"организация резервного копирования","3739479","306","1246493"
"администрирование сетей и серверов","4702938","244","1567646"
"техническая поддержка рабочих станций и ИТ сервисов","4049351","183","1349783"
"веб-разработка","6799872","120","2266624"
"создание мобильных систем","1814313","246","907156"
"создание и обслуживание систем контроля доступа к портам и устройствам","4046842","225","2023421"
"организацию антивирусной защиты","9641776","280","3213925"
"решения касающиеся сетевой безопасности и отражения угроз","5458043","350","2729021"
"организация систем видеонаблюдения","1936548","310","645516"
"построение и обслуживание структурированных кабельных систем (СКС)","519225","309","259612"
"создание и поддержка интеллектуальных медиасистем","8008401","298","2669467"
"телефония","2873415","30","957805"
"создание виртуального офиса","3028208","86","1009402"
"организация резервного копирования","4859950","174","1619983"
"администрирование сетей и серверов","3974574","118","1324858"
"техническая поддержка рабочих станций и ИТ сервисов","3396298","316","1698149"
"веб-разработка","2408853","270","1204426"
"создание мобильных систем","7933867","348","3966933"
"создание и обслуживание систем контроля доступа к портам и устройствам","5329921","254","2664960"
"организацию антивирусной защиты","1060457","106","530228"
"решения касающиеся сетевой безопасности и отражения угроз","213236","156","106618"
"организация систем видеонаблюдения","5365030","269","1788343"
"построение и обслуживание структурированных кабельных систем (СКС)","381224","158","127074"
"создание и поддержка интеллектуальных медиасистем","5269542","256","1756514"
"телефония","1826242","279","913121"
"создание виртуального офиса","4888054","71","2444027"
"организация резервного копирования","1759084","163","586361"
"администрирование сетей и серверов","9038402","203","3012800"
"техническая поддержка рабочих станций и ИТ сервисов","943263","26","314421"
"веб-разработка","8286682","47","2762227"
"создание мобильных систем","7053519","207","3526759"
"создание и обслуживание систем контроля доступа к портам и устройствам","2417027","106","805675"
"организацию антивирусной защиты","3255510","37","1085170"
"решения касающиеся сетевой безопасности и отражения угроз","7837331","182","3918665"
"организация систем видеонаблюдения","5643761","246","1881253"
"построение и обслуживание структурированных кабельных систем (СКС)","9591761","360","4795880"
"создание и поддержка интеллектуальных медиасистем","4024339","257","1341446"
"телефония","7286769","338","3643384"
"создание виртуального офиса","2800702","142","1400351"
"организация резервного копирования","2388091","191","1194045"
"администрирование сетей и серверов","7644283","87","3822141"
"техническая поддержка рабочих станций и ИТ сервисов","7180523","184","3590261"
"веб-разработка","337239","294","112413"
"создание мобильных систем","7945463","282","2648487"
"создание и обслуживание систем контроля доступа к портам и устройствам","2389485","339","796495"
"организацию антивирусной защиты","9729544","128","3243181"
"решения касающиеся сетевой безопасности и отражения угроз","3509500","332","1754750"
"организация систем видеонаблюдения","6835302","328","2278434"
"построение и обслуживание структурированных кабельных систем (СКС)","8116724","348","4058362"
"создание и поддержка интеллектуальных медиасистем","4522555","325","1507518"
"телефония","6059572","294","3029786"
"создание виртуального офиса","2977525","166","1488762"
"организация резервного копирования","5417605","220","1805868"
"администрирование сетей и серверов","4481708","109","2240854"
"техническая поддержка рабочих станций и ИТ сервисов","3207896","200","1603948"
"веб-разработка","8614400","79","2871466"
"создание мобильных систем","1345724","256","672862"
"создание и обслуживание систем контроля доступа к портам и устройствам","2774896","352","924965"
"организацию антивирусной защиты","9428258","123","4714129"
"решения касающиеся сетевой безопасности и отражения угроз","224369","203","112184"
"организация систем видеонаблюдения","7372685","179","3686342"
"построение и обслуживание структурированных кабельных систем (СКС)","5355002","133","2677501"
"создание и поддержка интеллектуальных медиасистем","7240973","303","2413657"
"телефония","9882406","109","4941203"
"создание виртуального офиса","7187657","73","3593828"
"организация резервного копирования","9915467","159","4957733"
"администрирование сетей и серверов","1151657","324","383885"
"техническая поддержка рабочих станций и ИТ сервисов","1181585","265","393861"
"веб-разработка","4946032","28","1648677"
"создание мобильных систем","6891493","244","3445746"
"создание и обслуживание систем контроля доступа к портам и устройствам","501981","210","250990"
"организацию антивирусной защиты","1546104","68","515368"
"решения касающиеся сетевой безопасности и отражения угроз","9278381","210","3092793"
"организация систем видеонаблюдения","8426910","311","2808970"
"построение и обслуживание структурированных кабельных систем (СКС)","347129","52","115709"
"создание и поддержка интеллектуальных медиасистем","1516637","197","758318"
"телефония","6241650","34","2080550"
"создание виртуального офиса","7086832","46","3543416"
"организация резервного копирования","4020696","328","1340232"
"администрирование сетей и серверов","7592024","263","2530674"
"техническая поддержка рабочих станций и ИТ сервисов","1306800","239","653400"
"веб-разработка","1529581","60","764790"
"создание мобильных систем","309998","248","103332"
"создание и обслуживание систем контроля доступа к портам и устройствам","9743361","216","3247787"
"организацию антивирусной защиты","956563","249","478281"
"решения касающиеся сетевой безопасности и отражения угроз","4178479","271","2089239"
"организация систем видеонаблюдения","972628","32","324209"
"построение и обслуживание структурированных кабельных систем (СКС)","4871434","290","2435717"
"создание и поддержка интеллектуальных медиасистем","5172249","119","1724083"
"телефония","4727854","17","1575951"
"создание виртуального офиса","9856621","178","3285540"
"организация резервного копирования","3792008","33","1896004"
"администрирование сетей и серверов","6158893","159","3079446"
"техническая поддержка рабочих станций и ИТ сервисов","8824906","23","4412453"
"веб-разработка","2944435","220","981478"
"создание мобильных систем","577490","179","192496"
"создание и обслуживание систем контроля доступа к портам и устройствам","7613028","169","2537676"
"организацию антивирусной защиты","4374568","73","1458189"
"решения касающиеся сетевой безопасности и отражения угроз","1541155","215","770577"
"организация систем видеонаблюдения","3283297","293","1094432"
"построение и обслуживание структурированных кабельных систем (СКС)","5163731","24","2581865"
"создание и поддержка интеллектуальных медиасистем","5050554","268","2525277"
"телефония","2645730","127","881910"
"создание виртуального офиса","6904568","321","2301522"
"организация резервного копирования","3939339","43","1969669"
"администрирование сетей и серверов","7328727","17","2442909"
"техническая поддержка рабочих станций и ИТ сервисов","3791530","97","1263843"
"веб-разработка","3021886","67","1510943"
"создание мобильных систем","3373523","53","1686761"
"создание и обслуживание систем контроля доступа к портам и устройствам","9086474","255","4543237"
"организацию антивирусной защиты","4007510","152","1335836"
"решения касающиеся сетевой безопасности и отражения угроз","5506758","224","1835586"
"организация систем видеонаблюдения","6296832","155","3148416"
"построение и обслуживание структурированных кабельных систем (СКС)","1440870","352","480290"
"создание и поддержка интеллектуальных медиасистем","7453350","21","3726675"
"телефония","7484720","198","3742360"
"создание виртуального офиса","3662578","322","1220859"
"организация резервного копирования","7447094","90","3723547"
"администрирование сетей и серверов","5268878","183","2634439"
"техническая поддержка рабочих станций и ИТ сервисов","8633992","169","2877997"
"веб-разработка","1151086","224","383695"
"создание мобильных систем","7287922","184","2429307"
"создание и обслуживание систем контроля доступа к портам и устройствам","6264705","202","2088235"
"организацию антивирусной защиты","2622347","154","1311173"
"решения касающиеся сетевой безопасности и отражения угроз","2921172","299","1460586"
"организация систем видеонаблюдения","5670254","162","2835127"
"построение и обслуживание структурированных кабельных систем (СКС)","5332310","137","1777436"
"создание и поддержка интеллектуальных медиасистем","7888778","276","2629592"
"телефония","2157436","342","1078718"
"создание виртуального офиса","8862029","101","4431014"
"организация резервного копирования","4433428","243","2216714"
"администрирование сетей и серверов","5874376","230","1958125"
"техническая поддержка рабочих станций и ИТ сервисов","3648530","174","1824265"
"веб-разработка","6158292","349","3079146"
"создание мобильных систем","2340128","166","780042"
"создание и обслуживание систем контроля доступа к портам и устройствам","9622269","68","3207423"
"организацию антивирусной защиты","1880427","84","626809"
"решения касающиеся сетевой безопасности и отражения угроз","1428633","84","714316"
"организация систем видеонаблюдения","3914623","56","1304874"
"построение и обслуживание структурированных кабельных систем (СКС)","797405","243","398702"
"создание и поддержка интеллектуальных медиасистем","6341219","232","2113739"
"телефония","5040377","361","2520188"
"создание виртуального офиса","9574794","261","4787397"
"организация резервного копирования","5614323","206","2807161"
"администрирование сетей и серверов","9832085","343","4916042"
"техническая поддержка рабочих станций и ИТ сервисов","2360072","263","1180036"
"веб-разработка","3332654","269","1666327"
"создание мобильных систем","9000518","187","3000172"
"создание и обслуживание систем контроля доступа к портам и устройствам","6380886","254","2126962"
"организацию антивирусной защиты","3935492","245","1967746"
"решения касающиеся сетевой безопасности и отражения угроз","8980316","284","4490158"
"организация систем видеонаблюдения","7826334","195","2608778"
"построение и обслуживание структурированных кабельных систем (СКС)","1215630","198","405210"
"создание и поддержка интеллектуальных медиасистем","9266883","207","4633441"
"телефония","7101364","45","3550682"
"создание виртуального офиса","4229408","175","2114704"
"организация резервного копирования","4990644","298","2495322"
"администрирование сетей и серверов","6884874","118","3442437"
"техническая поддержка рабочих станций и ИТ сервисов","703848","316","234616"
"веб-разработка","7657716","271","3828858"
"создание мобильных систем","3879941","76","1939970"
"создание и обслуживание систем контроля доступа к портам и устройствам","410527","42","136842"
"организацию антивирусной защиты","6281904","110","3140952"
"решения касающиеся сетевой безопасности и отражения угроз","8812872","240","2937624"
"организация систем видеонаблюдения","9046560","289","3015520"
"построение и обслуживание структурированных кабельных систем (СКС)","759723","167","253241"
"создание и поддержка интеллектуальных медиасистем","4522317","145","2261158"
"телефония","3929505","282","1964752"
"создание виртуального офиса","2592936","57","864312"
"организация резервного копирования","4750700","322","2375350"
"администрирование сетей и серверов","7407327","313","3703663"
"техническая поддержка рабочих станций и ИТ сервисов","4110456","333","2055228"
"веб-разработка","6085698","212","2028566"
"создание мобильных систем","4747240","364","2373620"
"создание и обслуживание систем контроля доступа к портам и устройствам","4140707","34","2070353"
"организацию антивирусной защиты","4345061","142","2172530"
"решения касающиеся сетевой безопасности и отражения угроз","6703162","89","2234387"
"организация систем видеонаблюдения","758586","113","379293"
"построение и обслуживание структурированных кабельных систем (СКС)","1168808","35","389602"
"создание и поддержка интеллектуальных медиасистем","6037171","34","2012390"
"телефония","2838268","270","1419134"
"создание виртуального офиса","5839377","313","1946459"
"организация резервного копирования","7582320","61","3791160"
"администрирование сетей и серверов","7000078","121","3500039"
"техническая поддержка рабочих станций и ИТ сервисов","206914","266","68971"
"веб-разработка","5376728","300","1792242"
"создание мобильных систем","9487304","131","4743652"
"создание и обслуживание систем контроля доступа к портам и устройствам","6680354","17","3340177"
"организацию антивирусной защиты","7716930","63","3858465"
"решения касающиеся сетевой безопасности и отражения угроз","4581375","262","1527125"
"организация систем видеонаблюдения","9304851","232","4652425"
"построение и обслуживание структурированных кабельных систем (СКС)","8762993","20","2920997"
"создание и поддержка интеллектуальных медиасистем","8791329","265","4395664"
"телефония","200363","81","66787"
"создание виртуального офиса","788005","359","394002"
"организация резервного копирования","1103345","194","367781"
"администрирование сетей и серверов","9392261","150","3130753"
"техническая поддержка рабочих станций и ИТ сервисов","5645047","121","2822523"
"веб-разработка","7188715","198","3594357"
"создание мобильных систем","2306304","260","768768"
"создание и обслуживание систем контроля доступа к портам и устройствам","5931305","235","1977101"
"организацию антивирусной защиты","9422692","122","4711346"
"решения касающиеся сетевой безопасности и отражения угроз","673992","47","336996"
"организация систем видеонаблюдения","7271940","227","3635970"
"построение и обслуживание структурированных кабельных систем (СКС)","6931721","330","3465860"
"создание и поддержка интеллектуальных медиасистем","5204197","274","2602098"
"телефония","1871961","100","935980"
"создание виртуального офиса","6602403","121","2200801"
"организация резервного копирования","9900637","323","3300212"
"администрирование сетей и серверов","7497120","191","2499040"
"техническая поддержка рабочих станций и ИТ сервисов","1178330","82","392776"
"веб-разработка","9626684","301","3208894"
"создание мобильных систем","1144867","172","381622"
"создание и обслуживание систем контроля доступа к портам и устройствам","9776033","321","4888016"
"организацию антивирусной защиты","5264514","127","1754838"
"решения касающиеся сетевой безопасности и отражения угроз","7856833","118","2618944"
"организация систем видеонаблюдения","9079509","306","4539754"
"построение и обслуживание структурированных кабельных систем (СКС)","7830625","339","2610208"
"создание и поддержка интеллектуальных медиасистем","3033737","294","1011245"
"телефония","7861618","270","2620539"
"создание виртуального офиса","3196473","121","1065491"
"организация резервного копирования","3493902","268","1746951"
"администрирование сетей и серверов","4927979","69","2463989"
"техническая поддержка рабочих станций и ИТ сервисов","7815414","256","3907707"
"веб-разработка","2413431","138","1206715"
"создание мобильных систем","316344","25","105448"
"создание и обслуживание систем контроля доступа к портам и устройствам","3948004","361","1316001"
"организацию антивирусной защиты","5062264","332","1687421"
"решения касающиеся сетевой безопасности и отражения угроз","4388549","252","2194274"
"организация систем видеонаблюдения","7877816","281","3938908"
"построение и обслуживание структурированных кабельных систем (СКС)","7843450","20","3921725"
"создание и поддержка интеллектуальных медиасистем","9480764","339","3160254"
"телефония","3059390","345","1019796"
"создание виртуального офиса","8286684","157","2762228"
"организация резервного копирования","4086330","311","2043165"
"администрирование сетей и серверов","846525","345","282175"
"техническая поддержка рабочих станций и ИТ сервисов","5274610","187","2637305"
"веб-разработка","5034643","37","1678214"
"создание мобильных систем","3202587","310","1601293"
"создание и обслуживание систем контроля доступа к портам и устройствам","8621092","67","2873697"
"организацию антивирусной защиты","692567","266","230855"
"решения касающиеся сетевой безопасности и отражения угроз","2233266","352","1116633"
"организация систем видеонаблюдения","3324575","225","1108191"
"построение и обслуживание структурированных кабельных систем (СКС)","417575","309","208787"
"создание и поддержка интеллектуальных медиасистем","9978525","159","3326175"
"телефония","3584128","169","1194709"
"создание виртуального офиса","6800120","362","2266706"
"организация резервного копирования","814811","87","271603"
"администрирование сетей и серверов","2414559","77","804853"
"техническая поддержка рабочих станций и ИТ сервисов","6921669","121","3460834"
"веб-разработка","9387911","279","4693955"
"создание мобильных систем","1489719","278","744859"
"создание и обслуживание систем контроля доступа к портам и устройствам","7674740","316","3837370"
"организацию антивирусной защиты","9851817","44","3283939"
"решения касающиеся сетевой безопасности и отражения угроз","7087167","245","3543583"
"организация систем видеонаблюдения","6993544","283","2331181"
"построение и обслуживание структурированных кабельных систем (СКС)","8335493","156","2778497"
"создание и поддержка интеллектуальных медиасистем","4009932","80","1336644"
"телефония","3199849","350","1066616"
"создание виртуального офиса","9748138","241","4874069"
"организация резервного копирования","6368730","77","2122910"
"администрирование сетей и серверов","2017570","224","672523"
"техническая поддержка рабочих станций и ИТ сервисов","6674848","327","2224949"
"веб-разработка","3159530","79","1053176"
"создание мобильных систем","4646190","352","1548730"
"создание и обслуживание систем контроля доступа к портам и устройствам","6477448","363","2159149"
"организацию антивирусной защиты","1066556","94","355518"
"решения касающиеся сетевой безопасности и отражения угроз","483573","182","241786"
"организация систем видеонаблюдения","2692929","216","897643"
"построение и обслуживание структурированных кабельных систем (СКС)","9361704","347","3120568"
"создание и поддержка интеллектуальных медиасистем","1323468","266","441156"
"телефония","1442907","61","721453"
"создание виртуального офиса","8178411","338","2726137"
"организация резервного копирования","5825700","217","1941900"
"администрирование сетей и серверов","7275708","208","2425236"
"техническая поддержка рабочих станций и ИТ сервисов","4141062","347","1380354"
"веб-разработка","1598605","128","799302"
"создание мобильных систем","3016291","259","1005430"
"создание и обслуживание систем контроля доступа к портам и устройствам","3753558","137","1251186"
"организацию антивирусной защиты","5791537","274","2895768"
"решения касающиеся сетевой безопасности и отражения угроз","1068740","357","534370"
"организация систем видеонаблюдения","4180725","343","2090362"
"построение и обслуживание структурированных кабельных систем (СКС)","9895781","195","3298593"
"создание и поддержка интеллектуальных медиасистем","8417639","45","2805879"
"телефония","9223927","313","3074642"
"создание виртуального офиса","1143781","50","381260"
"организация резервного копирования","4780117","188","2390058"
"администрирование сетей и серверов","6820762","325","3410381"
"техническая поддержка рабочих станций и ИТ сервисов","3287120","138","1643560"
"веб-разработка","8641370","352","2880456"
"создание мобильных систем","2115191","238","1057595"
"создание и обслуживание систем контроля доступа к портам и устройствам","3626812","285","1813406"
"организацию антивирусной защиты","5928423","333","1976141"
"решения касающиеся сетевой безопасности и отражения угроз","5530249","359","1843416"
"организация систем видеонаблюдения","744544","255","372272"
"построение и обслуживание структурированных кабельных систем (СКС)","9133629","291","4566814"
"создание и поддержка интеллектуальных медиасистем","3406202","142","1135400"
"телефония","2616315","84","872105"
"создание виртуального офиса","860240","244","430120"
"организация резервного копирования","6245313","134","3122656"
"администрирование сетей и серверов","2890905","119","1445452"
"техническая поддержка рабочих станций и ИТ сервисов","6221911","253","3110955"
"веб-разработка","9305648","288","4652824"
"создание мобильных систем","2007101","332","1003550"
"создание и обслуживание систем контроля доступа к портам и устройствам","8694269","280","4347134"
"организацию антивирусной защиты","8872076","29","2957358"
"решения касающиеся сетевой безопасности и отражения угроз","2225012","162","1112506"
"организация систем видеонаблюдения","1597710","263","532570"
"построение и обслуживание структурированных кабельных систем (СКС)","4306265","357","1435421"
"создание и поддержка интеллектуальных медиасистем","3145468","292","1048489"
"телефония","8354241","15","4177120"
"создание виртуального офиса","480727","303","240363"
"организация резервного копирования","6007720","267","2002573"
"администрирование сетей и серверов","1290728","77","430242"
"техническая поддержка рабочих станций и ИТ сервисов","6222440","314","2074146"
"веб-разработка","1246549","178","415516"
"создание мобильных систем","2246822","164","748940"
"создание и обслуживание систем контроля доступа к портам и устройствам","1212116","75","404038"
"организацию антивирусной защиты","9737104","322","3245701"
"решения касающиеся сетевой безопасности и отражения угроз","7992480","360","2664160"
"организация систем видеонаблюдения","7574011","306","3787005"
"построение и обслуживание структурированных кабельных систем (СКС)","1682295","203","841147"
"создание и поддержка интеллектуальных медиасистем","1475474","88","491824"
"телефония","5498912","227","1832970"
"создание виртуального офиса","3806194","78","1903097"
"организация резервного копирования","8892674","298","4446337"
"администрирование сетей и серверов","3765854","221","1882927"
"техническая поддержка рабочих станций и ИТ сервисов","8601481","124","2867160"
"веб-разработка","9858088","71","3286029"
"создание мобильных систем","285482","89","95160"
"создание и обслуживание систем контроля доступа к портам и устройствам","5135643","278","1711881"
"организацию антивирусной защиты","5386293","40","2693146"
"решения касающиеся сетевой безопасности и отражения угроз","7957055","270","3978527"
"организация систем видеонаблюдения","328468","316","164234"
"построение и обслуживание структурированных кабельных систем (СКС)","8023659","61","2674553"
"создание и поддержка интеллектуальных медиасистем","1932285","99","644095"
"телефония","4063154","363","1354384"
"создание виртуального офиса","7730620","208","3865310"
"организация резервного копирования","6078604","140","3039302"
"администрирование сетей и серверов","7181363","99","3590681"
"техническая поддержка рабочих станций и ИТ сервисов","7480803","260","3740401"
"веб-разработка","6269505","268","3134752"
"создание мобильных систем","3026395","299","1008798"
"создание и обслуживание систем контроля доступа к портам и устройствам","9710015","359","3236671"
"организацию антивирусной защиты","3311312","139","1655656"
"решения касающиеся сетевой безопасности и отражения угроз","7828976","238","3914488"
"организация систем видеонаблюдения","9890068","320","4945034"
"построение и обслуживание структурированных кабельных систем (СКС)","4060564","24","1353521"
"создание и поддержка интеллектуальных медиасистем","1285284","148","642642"
"телефония","5330284","258","1776761"
"создание виртуального офиса","7740852","211","3870426"
"организация резервного копирования","9644911","72","4822455"
"администрирование сетей и серверов","205034","305","102517"
"техническая поддержка рабочих станций и ИТ сервисов","437687","151","218843"
"веб-разработка","4606879","232","2303439"
"создание мобильных систем","9351371","346","3117123"
"создание и обслуживание систем контроля доступа к портам и устройствам","5838429","358","2919214"
"организацию антивирусной защиты","3692736","20","1846368"
"решения касающиеся сетевой безопасности и отражения угроз","5824285","362","2912142"
"организация систем видеонаблюдения","5602147","105","1867382"
"построение и обслуживание структурированных кабельных систем (СКС)","2093530","108","1046765"
"создание и поддержка интеллектуальных медиасистем","3733833","156","1244611"
"телефония","7510208","291","2503402"
"создание виртуального офиса","9686117","239","4843058"
"организация резервного копирования","2174327","178","1087163"
"администрирование сетей и серверов","6809395","338","3404697"
"техническая поддержка рабочих станций и ИТ сервисов","7641985","206","2547328"
"веб-разработка","7680175","155","3840087"
"создание мобильных систем","5803501","181","2901750"
"создание и обслуживание систем контроля доступа к портам и устройствам","8201480","280","4100740"
"организацию антивирусной защиты","9293192","198","3097730"
"решения касающиеся сетевой безопасности и отражения угроз","453770","295","151256"
"организация систем видеонаблюдения","2170288","258","723429"
"построение и обслуживание структурированных кабельных систем (СКС)","6384229","110","2128076"
"создание и поддержка интеллектуальных медиасистем","7986665","120","3993332"
"телефония","6390527","21","3195263"
"создание виртуального офиса","4259743","149","1419914"
"организация резервного копирования","7548354","17","2516118"
"администрирование сетей и серверов","9246667","142","4623333"
"техническая поддержка рабочих станций и ИТ сервисов","4551098","171","1517032"
"веб-разработка","865623","360","288541"
"создание мобильных систем","2860736","251","953578"
"создание и обслуживание систем контроля доступа к портам и устройствам","265989","271","132994"
"организацию антивирусной защиты","3092954","153","1546477"
"решения касающиеся сетевой безопасности и отражения угроз","4754114","105","2377057"
"организация систем видеонаблюдения","8116718","93","4058359"
"построение и обслуживание структурированных кабельных систем (СКС)","9756354","105","4878177"
"создание и поддержка интеллектуальных медиасистем","6412305","33","2137435"
"телефония","9688461","308","3229487"
"создание виртуального офиса","3350775","313","1116925"
"организация резервного копирования","3120387","184","1040129"
"администрирование сетей и серверов","9760382","282","3253460"
"техническая поддержка рабочих станций и ИТ сервисов","9449079","109","4724539"
"веб-разработка","4196363","327","1398787"
"создание мобильных систем","9929699","354","3309899"
"создание и обслуживание систем контроля доступа к портам и устройствам","8075397","23","2691799"
"организацию антивирусной защиты","9572645","49","4786322"
"решения касающиеся сетевой безопасности и отражения угроз","6093192","237","2031064"
"организация систем видеонаблюдения","6957430","93","3478715"
"построение и обслуживание структурированных кабельных систем (СКС)","6814088","277","3407044"
"создание и поддержка интеллектуальных медиасистем","7612594","286","2537531"
"телефония","800838","299","400419"
"создание виртуального офиса","3552874","292","1184291"
"организация резервного копирования","8838756","20","2946252"
"администрирование сетей и серверов","929220","347","464610"
"техническая поддержка рабочих станций и ИТ сервисов","6515932","87","3257966"
"веб-разработка","6600368","326","2200122"
"создание мобильных систем","7352939","252","3676469"
"создание и обслуживание систем контроля доступа к портам и устройствам","424634","346","212317"
"организацию антивирусной защиты","3377650","115","1125883"
