"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"построение и обслуживание структурированных кабельных систем (СКС)","5488299","353","1829433"
"создание и поддержка интеллектуальных медиасистем","4056218","153","2028109"
"телефония","5539208","80","2769604"
"создание виртуального офиса","3045796","159","1522898"
"организация резервного копирования","772202","43","257400"
"администрирование сетей и серверов","1260919","361","420306"
"техническая поддержка рабочих станций и ИТ сервисов","3473968","206","1157989"
"веб-разработка","2585880","216","1292940"
"создание мобильных систем","896776","234","448388"
"создание и обслуживание систем контроля доступа к портам и устройствам","5979014","364","2989507"
"организацию антивирусной защиты","946309","53","315436"
"решения касающиеся сетевой безопасности и отражения угроз","9316417","176","4658208"
"организация систем видеонаблюдения","608146","328","304073"
"построение и обслуживание структурированных кабельных систем (СКС)","5723909","171","1907969"
"создание и поддержка интеллектуальных медиасистем","6524316","328","2174772"
"телефония","7093092","221","2364364"
"создание виртуального офиса","4116292","286","1372097"
"организация резервного копирования","1007962","75","503981"
"администрирование сетей и серверов","3411695","308","1137231"
"техническая поддержка рабочих станций и ИТ сервисов","1678757","234","839378"
"веб-разработка","578528","85","192842"
"создание мобильных систем","4324068","230","1441356"
"создание и обслуживание систем контроля доступа к портам и устройствам","6036705","131","2012235"
"организацию антивирусной защиты","8251229","307","2750409"
"решения касающиеся сетевой безопасности и отражения угроз","7825915","58","2608638"
"организация систем видеонаблюдения","6195420","84","3097710"
"построение и обслуживание структурированных кабельных систем (СКС)","6322719","91","2107573"
"создание и поддержка интеллектуальных медиасистем","4910420","103","1636806"
"телефония","3588273","95","1196091"
"создание виртуального офиса","614855","202","204951"
"организация резервного копирования","8698338","117","4349169"
"администрирование сетей и серверов","1034684","119","517342"
"техническая поддержка рабочих станций и ИТ сервисов","6983737","303","3491868"
"веб-разработка","1933179","33","966589"
"создание мобильных систем","4977137","72","2488568"
"создание и обслуживание систем контроля доступа к портам и устройствам","2545482","53","1272741"
"организацию антивирусной защиты","2540882","136","1270441"
"решения касающиеся сетевой безопасности и отражения угроз","2868395","146","956131"
"организация систем видеонаблюдения","6846980","148","2282326"
"построение и обслуживание структурированных кабельных систем (СКС)","4308336","361","2154168"
"создание и поддержка интеллектуальных медиасистем","1585021","39","792510"
"телефония","7738673","225","2579557"
"создание виртуального офиса","9777507","254","4888753"
"организация резервного копирования","9833371","33","3277790"
"администрирование сетей и серверов","3531109","228","1177036"
"техническая поддержка рабочих станций и ИТ сервисов","8327991","112","4163995"
"веб-разработка","6496460","176","2165486"
"создание мобильных систем","7962183","228","3981091"
"создание и обслуживание систем контроля доступа к портам и устройствам","6331097","69","2110365"
"организацию антивирусной защиты","3236355","282","1618177"
"решения касающиеся сетевой безопасности и отражения угроз","6352116","187","3176058"
"организация систем видеонаблюдения","9580762","212","3193587"
"построение и обслуживание структурированных кабельных систем (СКС)","8573690","331","2857896"
"создание и поддержка интеллектуальных медиасистем","4452572","294","2226286"
"телефония","9345445","200","4672722"
"создание виртуального офиса","4885636","248","2442818"
"организация резервного копирования","7151567","205","3575783"
"администрирование сетей и серверов","2857245","356","1428622"
"техническая поддержка рабочих станций и ИТ сервисов","2432165","140","1216082"
"веб-разработка","830801","350","276933"
"создание мобильных систем","9333174","25","3111058"
"создание и обслуживание систем контроля доступа к портам и устройствам","8285813","130","4142906"
"организацию антивирусной защиты","1085367","355","361789"
"решения касающиеся сетевой безопасности и отражения угроз","9662696","194","4831348"
"организация систем видеонаблюдения","1782677","214","594225"
"построение и обслуживание структурированных кабельных систем (СКС)","2592471","119","1296235"
"создание и поддержка интеллектуальных медиасистем","7184667","355","2394889"
"телефония","3702883","62","1851441"
"создание виртуального офиса","814862","338","407431"
"организация резервного копирования","1894021","295","631340"
"администрирование сетей и серверов","8461744","66","4230872"
"техническая поддержка рабочих станций и ИТ сервисов","3712939","81","1856469"
"веб-разработка","1896497","51","632165"
"создание мобильных систем","8378453","96","4189226"
"создание и обслуживание систем контроля доступа к портам и устройствам","6793402","99","2264467"
"организацию антивирусной защиты","8945391","247","4472695"
"решения касающиеся сетевой безопасности и отражения угроз","3608748","350","1804374"
"организация систем видеонаблюдения","6346333","39","3173166"
"построение и обслуживание структурированных кабельных систем (СКС)","8879711","207","2959903"
"создание и поддержка интеллектуальных медиасистем","776289","167","388144"
"телефония","2959262","127","1479631"
"создание виртуального офиса","7983712","236","2661237"
"организация резервного копирования","5558635","179","2779317"
"администрирование сетей и серверов","696845","167","348422"
"техническая поддержка рабочих станций и ИТ сервисов","2802985","45","1401492"
"веб-разработка","7307284","164","3653642"
"создание мобильных систем","4099091","212","1366363"
"создание и обслуживание систем контроля доступа к портам и устройствам","3097719","339","1032573"
"организацию антивирусной защиты","8566469","357","4283234"
"решения касающиеся сетевой безопасности и отражения угроз","361647","217","180823"
"организация систем видеонаблюдения","8929270","54","2976423"
"построение и обслуживание структурированных кабельных систем (СКС)","9109040","350","3036346"
"создание и поддержка интеллектуальных медиасистем","4148113","135","2074056"
"телефония","1180559","174","393519"
"создание виртуального офиса","6098239","92","3049119"
"организация резервного копирования","7800756","288","3900378"
"администрирование сетей и серверов","9322020","196","4661010"
"техническая поддержка рабочих станций и ИТ сервисов","7716099","268","3858049"
"веб-разработка","4028488","272","1342829"
"создание мобильных систем","826212","363","275404"
"создание и обслуживание систем контроля доступа к портам и устройствам","8844706","111","2948235"
"организацию антивирусной защиты","7875353","264","2625117"
"решения касающиеся сетевой безопасности и отражения угроз","2694873","197","898291"
"организация систем видеонаблюдения","6506875","149","3253437"
"построение и обслуживание структурированных кабельных систем (СКС)","4784842","320","2392421"
"создание и поддержка интеллектуальных медиасистем","3471492","28","1735746"
"телефония","7516302","85","2505434"
"создание виртуального офиса","291854","100","145927"
"организация резервного копирования","283724","144","94574"
"администрирование сетей и серверов","694921","241","231640"
"техническая поддержка рабочих станций и ИТ сервисов","5896150","120","2948075"
"веб-разработка","4243365","114","2121682"
"создание мобильных систем","1358296","103","452765"
"создание и обслуживание систем контроля доступа к портам и устройствам","3870567","38","1935283"
"организацию антивирусной защиты","7504792","318","3752396"
"решения касающиеся сетевой безопасности и отражения угроз","3031729","290","1515864"
"организация систем видеонаблюдения","5620177","189","2810088"
"построение и обслуживание структурированных кабельных систем (СКС)","7846464","54","3923232"
"создание и поддержка интеллектуальных медиасистем","6824464","338","2274821"
"телефония","9958633","195","3319544"
"создание виртуального офиса","2438881","73","1219440"
"организация резервного копирования","6074184","209","2024728"
"администрирование сетей и серверов","8720214","58","2906738"
"техническая поддержка рабочих станций и ИТ сервисов","2608933","41","1304466"
"веб-разработка","4353286","330","1451095"
"создание мобильных систем","9328202","134","4664101"
"создание и обслуживание систем контроля доступа к портам и устройствам","7590751","25","2530250"
"организацию антивирусной защиты","9796502","218","3265500"
"решения касающиеся сетевой безопасности и отражения угроз","3061258","201","1530629"
"организация систем видеонаблюдения","4588721","107","2294360"
"построение и обслуживание структурированных кабельных систем (СКС)","6697790","20","3348895"
"создание и поддержка интеллектуальных медиасистем","6240160","324","2080053"
"телефония","4940272","347","1646757"
"создание виртуального офиса","8961306","109","2987102"
"организация резервного копирования","6515235","116","2171745"
"администрирование сетей и серверов","8578805","233","4289402"
"техническая поддержка рабочих станций и ИТ сервисов","215434","90","71811"
"веб-разработка","9563091","245","3187697"
"создание мобильных систем","3193347","33","1064449"
"создание и обслуживание систем контроля доступа к портам и устройствам","5220239","120","2610119"
"организацию антивирусной защиты","2365512","118","788504"
"решения касающиеся сетевой безопасности и отражения угроз","2608944","17","869648"
"организация систем видеонаблюдения","979128","182","326376"
"построение и обслуживание структурированных кабельных систем (СКС)","1810217","363","603405"
"создание и поддержка интеллектуальных медиасистем","6039498","278","2013166"
"телефония","436778","158","218389"
"создание виртуального офиса","5866655","215","2933327"
"организация резервного копирования","9228602","335","4614301"
"администрирование сетей и серверов","5471031","340","1823677"
"техническая поддержка рабочих станций и ИТ сервисов","4243060","170","2121530"
"веб-разработка","7088575","244","3544287"
"создание мобильных систем","1933296","275","644432"
"создание и обслуживание систем контроля доступа к портам и устройствам","8289350","82","4144675"
"организацию антивирусной защиты","7074812","250","2358270"
"решения касающиеся сетевой безопасности и отражения угроз","1398889","294","699444"
"организация систем видеонаблюдения","2682597","41","894199"
"построение и обслуживание структурированных кабельных систем (СКС)","7055322","284","2351774"
"создание и поддержка интеллектуальных медиасистем","1732121","155","577373"
"телефония","6694139","332","3347069"
"создание виртуального офиса","7920032","154","2640010"
"организация резервного копирования","9690634","85","3230211"
"администрирование сетей и серверов","4726231","296","1575410"
"техническая поддержка рабочих станций и ИТ сервисов","4736255","301","2368127"
"веб-разработка","4696971","344","1565657"
"создание мобильных систем","1511710","147","755855"
"создание и обслуживание систем контроля доступа к портам и устройствам","2033533","301","677844"
"организацию антивирусной защиты","8760753","215","4380376"
"решения касающиеся сетевой безопасности и отражения угроз","9845485","319","4922742"
"организация систем видеонаблюдения","5342934","173","1780978"
"построение и обслуживание структурированных кабельных систем (СКС)","825719","263","412859"
"создание и поддержка интеллектуальных медиасистем","2948509","332","1474254"
"телефония","443523","128","221761"
"создание виртуального офиса","7794340","243","3897170"
"организация резервного копирования","4231941","167","1410647"
"администрирование сетей и серверов","7517254","277","3758627"
"техническая поддержка рабочих станций и ИТ сервисов","4585087","230","2292543"
"веб-разработка","9972794","99","3324264"
"создание мобильных систем","1109279","314","369759"
"создание и обслуживание систем контроля доступа к портам и устройствам","9507300","142","4753650"
"организацию антивирусной защиты","9866557","310","4933278"
"решения касающиеся сетевой безопасности и отражения угроз","7210750","137","3605375"
"организация систем видеонаблюдения","7064099","183","2354699"
"построение и обслуживание структурированных кабельных систем (СКС)","427653","63","213826"
"создание и поддержка интеллектуальных медиасистем","3674206","121","1224735"
"телефония","4315354","319","1438451"
"создание виртуального офиса","7904541","121","3952270"
"организация резервного копирования","7243635","92","3621817"
"администрирование сетей и серверов","4610435","39","1536811"
"техническая поддержка рабочих станций и ИТ сервисов","9574575","153","4787287"
"веб-разработка","3482193","47","1741096"
"создание мобильных систем","3740150","30","1246716"
"создание и обслуживание систем контроля доступа к портам и устройствам","8102216","100","4051108"
"организацию антивирусной защиты","3671882","285","1835941"
"решения касающиеся сетевой безопасности и отражения угроз","4831016","290","1610338"
"организация систем видеонаблюдения","8796241","14","2932080"
"построение и обслуживание структурированных кабельных систем (СКС)","7651994","300","2550664"
"создание и поддержка интеллектуальных медиасистем","4520815","124","1506938"
"телефония","3155701","223","1577850"
"создание виртуального офиса","387815","195","129271"
"организация резервного копирования","5166294","127","1722098"
"администрирование сетей и серверов","5871314","264","1957104"
"техническая поддержка рабочих станций и ИТ сервисов","3258243","38","1086081"
"веб-разработка","9843168","229","4921584"
"создание мобильных систем","5132448","199","1710816"
"создание и обслуживание систем контроля доступа к портам и устройствам","2730820","152","1365410"
"организацию антивирусной защиты","7879325","234","2626441"
"решения касающиеся сетевой безопасности и отражения угроз","5088231","341","1696077"
"организация систем видеонаблюдения","2903549","357","967849"
"построение и обслуживание структурированных кабельных систем (СКС)","4560458","298","1520152"
"создание и поддержка интеллектуальных медиасистем","7322137","277","2440712"
"телефония","9587083","280","4793541"
"создание виртуального офиса","3562605","156","1187535"
"организация резервного копирования","6435402","44","3217701"
"администрирование сетей и серверов","5638210","180","2819105"
"техническая поддержка рабочих станций и ИТ сервисов","8888869","205","2962956"
"веб-разработка","6633960","351","2211320"
"создание мобильных систем","1338527","177","669263"
"создание и обслуживание систем контроля доступа к портам и устройствам","7670624","230","3835312"
"организацию антивирусной защиты","6577113","297","3288556"
"решения касающиеся сетевой безопасности и отражения угроз","9933652","145","3311217"
"организация систем видеонаблюдения","5050795","332","2525397"
"построение и обслуживание структурированных кабельных систем (СКС)","4063238","34","2031619"
"создание и поддержка интеллектуальных медиасистем","5979445","132","2989722"
"телефония","3638144","136","1819072"
"создание виртуального офиса","5713100","138","2856550"
"организация резервного копирования","2499384","124","833128"
"администрирование сетей и серверов","6009782","165","3004891"
"техническая поддержка рабочих станций и ИТ сервисов","8438625","350","4219312"
"веб-разработка","4644327","195","2322163"
"создание мобильных систем","1867351","110","622450"
"создание и обслуживание систем контроля доступа к портам и устройствам","6240778","287","3120389"
"организацию антивирусной защиты","4631014","112","2315507"
"решения касающиеся сетевой безопасности и отражения угроз","1138209","271","379403"
"организация систем видеонаблюдения","1607051","176","535683"
"построение и обслуживание структурированных кабельных систем (СКС)","5503441","24","2751720"
"создание и поддержка интеллектуальных медиасистем","4156761","77","2078380"
"телефония","8394861","139","4197430"
"создание виртуального офиса","3087276","266","1029092"
"организация резервного копирования","4799165","70","2399582"
"администрирование сетей и серверов","2444917","324","814972"
"техническая поддержка рабочих станций и ИТ сервисов","6186975","282","3093487"
"веб-разработка","3621324","139","1810662"
"создание мобильных систем","3530840","221","1765420"
"создание и обслуживание систем контроля доступа к портам и устройствам","7507519","230","2502506"
"организацию антивирусной защиты","3614431","59","1807215"
"решения касающиеся сетевой безопасности и отражения угроз","5765668","131","1921889"
"организация систем видеонаблюдения","4626596","146","2313298"
"построение и обслуживание структурированных кабельных систем (СКС)","2603682","208","867894"
"создание и поддержка интеллектуальных медиасистем","5659706","350","1886568"
"телефония","5150202","184","2575101"
"создание виртуального офиса","4682077","154","1560692"
"организация резервного копирования","5601643","116","2800821"
"администрирование сетей и серверов","4899794","107","1633264"
"техническая поддержка рабочих станций и ИТ сервисов","2187052","21","1093526"
"веб-разработка","1339035","297","669517"
"создание мобильных систем","7644733","331","3822366"
"создание и обслуживание систем контроля доступа к портам и устройствам","7092565","272","3546282"
"организацию антивирусной защиты","7637436","92","2545812"
"решения касающиеся сетевой безопасности и отражения угроз","818260","15","272753"
"организация систем видеонаблюдения","3422194","175","1711097"
"построение и обслуживание структурированных кабельных систем (СКС)","3874635","15","1937317"
"создание и поддержка интеллектуальных медиасистем","3072951","16","1024317"
"телефония","2243134","203","747711"
"создание виртуального офиса","1111728","223","370576"
"организация резервного копирования","6412585","157","2137528"
"администрирование сетей и серверов","2094915","21","1047457"
"техническая поддержка рабочих станций и ИТ сервисов","8176210","209","2725403"
"веб-разработка","7592131","62","2530710"
"создание мобильных систем","1179330","157","393110"
"создание и обслуживание систем контроля доступа к портам и устройствам","7234117","242","3617058"
"организацию антивирусной защиты","5265772","75","1755257"
"решения касающиеся сетевой безопасности и отражения угроз","2573724","245","1286862"
"организация систем видеонаблюдения","3150365","283","1575182"
"построение и обслуживание структурированных кабельных систем (СКС)","252621","50","126310"
"создание и поддержка интеллектуальных медиасистем","8437231","122","2812410"
"телефония","204358","227","68119"
"создание виртуального офиса","7247842","311","2415947"
"организация резервного копирования","631039","14","315519"
"администрирование сетей и серверов","944069","200","314689"
"техническая поддержка рабочих станций и ИТ сервисов","6490272","168","3245136"
"веб-разработка","9985614","138","3328538"
"создание мобильных систем","6734238","138","2244746"
"создание и обслуживание систем контроля доступа к портам и устройствам","6462052","37","3231026"
"организацию антивирусной защиты","7146524","84","3573262"
"решения касающиеся сетевой безопасности и отражения угроз","5403207","161","1801069"
"организация систем видеонаблюдения","2565942","162","855314"
"построение и обслуживание структурированных кабельных систем (СКС)","1864364","94","932182"
"создание и поддержка интеллектуальных медиасистем","9397940","327","4698970"
"телефония","653161","248","217720"
"создание виртуального офиса","2178150","215","726050"
"организация резервного копирования","7915117","203","2638372"
"администрирование сетей и серверов","5602307","134","1867435"
"техническая поддержка рабочих станций и ИТ сервисов","8005374","112","4002687"
"веб-разработка","4404457","169","2202228"
"создание мобильных систем","2408774","32","1204387"
"создание и обслуживание систем контроля доступа к портам и устройствам","2706215","237","1353107"
"организацию антивирусной защиты","9600364","279","4800182"
"решения касающиеся сетевой безопасности и отражения угроз","2893760","41","964586"
"организация систем видеонаблюдения","8915432","77","4457716"
"построение и обслуживание структурированных кабельных систем (СКС)","9961585","45","3320528"
"создание и поддержка интеллектуальных медиасистем","8396648","347","2798882"
"телефония","1181661","63","393887"
"создание виртуального офиса","9014425","156","4507212"
"организация резервного копирования","2384550","18","794850"
"администрирование сетей и серверов","3371528","95","1685764"
"техническая поддержка рабочих станций и ИТ сервисов","703406","94","351703"
"веб-разработка","2541236","238","847078"
"создание мобильных систем","2424470","206","1212235"
"создание и обслуживание систем контроля доступа к портам и устройствам","177302","125","88651"
"организацию антивирусной защиты","7343876","283","3671938"
"решения касающиеся сетевой безопасности и отражения угроз","7605933","186","3802966"
"организация систем видеонаблюдения","5103222","60","1701074"
"построение и обслуживание структурированных кабельных систем (СКС)","4516193","184","1505397"
"создание и поддержка интеллектуальных медиасистем","3890048","338","1945024"
"телефония","410738","46","205369"
"создание виртуального офиса","2437948","355","812649"
"организация резервного копирования","5847374","224","1949124"
"администрирование сетей и серверов","4079033","236","1359677"
"техническая поддержка рабочих станций и ИТ сервисов","331246","68","165623"
"веб-разработка","7591415","51","2530471"
"создание мобильных систем","9211147","59","4605573"
"создание и обслуживание систем контроля доступа к портам и устройствам","5327052","81","2663526"
"организацию антивирусной защиты","1947239","345","649079"
"решения касающиеся сетевой безопасности и отражения угроз","3865192","203","1932596"
"организация систем видеонаблюдения","1685252","208","842626"
"построение и обслуживание структурированных кабельных систем (СКС)","1882848","315","627616"
"создание и поддержка интеллектуальных медиасистем","9842215","343","4921107"
"телефония","7547361","186","2515787"
"создание виртуального офиса","8965262","204","4482631"
"организация резервного копирования","7215860","265","2405286"
"администрирование сетей и серверов","4366327","180","1455442"
"техническая поддержка рабочих станций и ИТ сервисов","8175320","15","4087660"
"веб-разработка","8000129","158","2666709"
"создание мобильных систем","6056328","58","3028164"
"создание и обслуживание систем контроля доступа к портам и устройствам","1375911","96","458637"
"организацию антивирусной защиты","2553671","119","851223"
"решения касающиеся сетевой безопасности и отражения угроз","7486947","84","3743473"
"организация систем видеонаблюдения","4374757","362","1458252"
"построение и обслуживание структурированных кабельных систем (СКС)","9724459","183","3241486"
"создание и поддержка интеллектуальных медиасистем","1266180","44","422060"
"телефония","2189215","132","1094607"
"создание виртуального офиса","7798378","226","3899189"
"организация резервного копирования","2647136","135","1323568"
"администрирование сетей и серверов","8162008","317","2720669"
"техническая поддержка рабочих станций и ИТ сервисов","5283445","54","2641722"
"веб-разработка","1227636","238","613818"
"создание мобильных систем","3275372","356","1637686"
"создание и обслуживание систем контроля доступа к портам и устройствам","5699646","50","1899882"
"организацию антивирусной защиты","4577067","175","1525689"
"решения касающиеся сетевой безопасности и отражения угроз","5098312","157","1699437"
"организация систем видеонаблюдения","3073250","268","1024416"
"построение и обслуживание структурированных кабельных систем (СКС)","543963","126","271981"
"создание и поддержка интеллектуальных медиасистем","9366369","35","3122123"
"телефония","2907200","236","1453600"
"создание виртуального офиса","6716805","273","3358402"
"организация резервного копирования","8578836","122","4289418"
"администрирование сетей и серверов","705825","297","352912"
"техническая поддержка рабочих станций и ИТ сервисов","9436817","229","4718408"
"веб-разработка","3857028","360","1285676"
"создание мобильных систем","9618512","358","4809256"
"создание и обслуживание систем контроля доступа к портам и устройствам","9339349","215","4669674"
"организацию антивирусной защиты","2836373","339","1418186"
"решения касающиеся сетевой безопасности и отражения угроз","5863492","55","2931746"
"организация систем видеонаблюдения","3406923","73","1703461"
"построение и обслуживание структурированных кабельных систем (СКС)","8020019","122","4010009"
"создание и поддержка интеллектуальных медиасистем","1364697","291","682348"
"телефония","8681915","49","2893971"
"создание виртуального офиса","2641235","17","880411"
"организация резервного копирования","2599284","312","1299642"
"администрирование сетей и серверов","345797","116","115265"
"техническая поддержка рабочих станций и ИТ сервисов","6340216","275","3170108"
"веб-разработка","7532835","45","3766417"
"создание мобильных систем","2486178","113","828726"
"создание и обслуживание систем контроля доступа к портам и устройствам","8742851","60","2914283"
"организацию антивирусной защиты","5236353","184","2618176"
"решения касающиеся сетевой безопасности и отражения угроз","1431290","355","477096"
"организация систем видеонаблюдения","7836463","116","3918231"
"построение и обслуживание структурированных кабельных систем (СКС)","2551918","21","1275959"
"создание и поддержка интеллектуальных медиасистем","943284","220","471642"
"телефония","7920727","259","2640242"
"создание виртуального офиса","3836706","182","1918353"
"организация резервного копирования","920025","190","306675"
"администрирование сетей и серверов","5782735","100","2891367"
"техническая поддержка рабочих станций и ИТ сервисов","2091955","185","697318"
"веб-разработка","514221","348","257110"
"создание мобильных систем","296280","353","98760"
"создание и обслуживание систем контроля доступа к портам и устройствам","5703434","18","2851717"
"организацию антивирусной защиты","6607323","105","3303661"
"решения касающиеся сетевой безопасности и отражения угроз","9393978","199","4696989"
"организация систем видеонаблюдения","4351247","225","2175623"
"построение и обслуживание структурированных кабельных систем (СКС)","4801474","193","2400737"
"создание и поддержка интеллектуальных медиасистем","7967561","20","2655853"
"телефония","7799748","105","3899874"
"создание виртуального офиса","3217942","107","1608971"
"организация резервного копирования","6423121","315","2141040"
"администрирование сетей и серверов","5429598","190","1809866"
"техническая поддержка рабочих станций и ИТ сервисов","3459809","142","1153269"
"веб-разработка","5785317","32","2892658"
"создание мобильных систем","5155097","235","1718365"
"создание и обслуживание систем контроля доступа к портам и устройствам","9205918","343","4602959"
"организацию антивирусной защиты","6845917","108","2281972"
"решения касающиеся сетевой безопасности и отражения угроз","9329986","263","4664993"
"организация систем видеонаблюдения","2522912","191","840970"
"построение и обслуживание структурированных кабельных систем (СКС)","3977064","197","1988532"
"создание и поддержка интеллектуальных медиасистем","903234","55","451617"
"телефония","2086372","241","695457"
"создание виртуального офиса","4082932","119","1360977"
"организация резервного копирования","7791152","357","3895576"
"администрирование сетей и серверов","9310675","64","3103558"
"техническая поддержка рабочих станций и ИТ сервисов","3020642","335","1510321"
"веб-разработка","2891599","62","963866"
"создание мобильных систем","481530","344","240765"
"создание и обслуживание систем контроля доступа к портам и устройствам","8037112","23","2679037"
"организацию антивирусной защиты","9992285","282","3330761"
"решения касающиеся сетевой безопасности и отражения угроз","6743670","202","3371835"
"организация систем видеонаблюдения","448789","37","149596"
"построение и обслуживание структурированных кабельных систем (СКС)","6306228","52","3153114"
"создание и поддержка интеллектуальных медиасистем","3152327","138","1050775"
"телефония","4539644","335","1513214"
"создание виртуального офиса","5220786","38","1740262"
"организация резервного копирования","9716338","269","4858169"
"администрирование сетей и серверов","3740143","316","1246714"
"техническая поддержка рабочих станций и ИТ сервисов","3436932","180","1145644"
"веб-разработка","1612512","196","537504"
"создание мобильных систем","3765886","58","1255295"
"создание и обслуживание систем контроля доступа к портам и устройствам","7095563","88","3547781"
"организацию антивирусной защиты","3352931","84","1117643"
"решения касающиеся сетевой безопасности и отражения угроз","376230","208","188115"
"организация систем видеонаблюдения","4823600","363","2411800"
"построение и обслуживание структурированных кабельных систем (СКС)","5009408","261","1669802"
"создание и поддержка интеллектуальных медиасистем","8001892","269","2667297"
"телефония","2115388","169","1057694"
"создание виртуального офиса","2659970","236","886656"
"организация резервного копирования","4558256","54","1519418"
"администрирование сетей и серверов","6028549","173","2009516"
"техническая поддержка рабочих станций и ИТ сервисов","4615334","342","1538444"
"веб-разработка","6356035","204","3178017"
"создание мобильных систем","8080672","68","2693557"
"создание и обслуживание систем контроля доступа к портам и устройствам","6802142","299","3401071"
"организацию антивирусной защиты","5120685","127","1706895"
"решения касающиеся сетевой безопасности и отражения угроз","8608677","343","4304338"
"организация систем видеонаблюдения","2769957","194","923319"
