"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"телефония","8335010","76","4167505"
"создание виртуального офиса","6768316","238","3384158"
"организация резервного копирования","5676072","161","2838036"
"администрирование сетей и серверов","2685774","339","1342887"
"техническая поддержка рабочих станций и ИТ сервисов","2422747","90","1211373"
"веб-разработка","2368971","361","1184485"
"создание мобильных систем","5060071","177","1686690"
"создание и обслуживание систем контроля доступа к портам и устройствам","3196366","263","1598183"
"организацию антивирусной защиты","6379998","352","3189999"
"решения касающиеся сетевой безопасности и отражения угроз","4879076","169","1626358"
"организация систем видеонаблюдения","8916429","139","2972143"
"построение и обслуживание структурированных кабельных систем (СКС)","4489892","186","1496630"
"создание и поддержка интеллектуальных медиасистем","697377","49","348688"
"телефония","4844632","360","1614877"
"создание виртуального офиса","2704557","15","1352278"
"организация резервного копирования","8379954","94","2793318"
"администрирование сетей и серверов","6985342","219","2328447"
"техническая поддержка рабочих станций и ИТ сервисов","8527678","86","4263839"
"веб-разработка","4587563","127","1529187"
"создание мобильных систем","3513824","136","1171274"
"создание и обслуживание систем контроля доступа к портам и устройствам","4096243","321","1365414"
"организацию антивирусной защиты","7206011","306","3603005"
"решения касающиеся сетевой безопасности и отражения угроз","996374","209","498187"
"организация систем видеонаблюдения","5821904","307","1940634"
"построение и обслуживание структурированных кабельных систем (СКС)","2273074","286","1136537"
"создание и поддержка интеллектуальных медиасистем","4116388","98","1372129"
"телефония","5981726","330","2990863"
"создание виртуального офиса","7991248","263","3995624"
"организация резервного копирования","9375916","147","4687958"
"администрирование сетей и серверов","9423931","251","3141310"
"техническая поддержка рабочих станций и ИТ сервисов","5427668","175","1809222"
"веб-разработка","932840","44","466420"
"создание мобильных систем","7848533","274","2616177"
"создание и обслуживание систем контроля доступа к портам и устройствам","8477621","93","4238810"
"организацию антивирусной защиты","5590430","46","2795215"
"решения касающиеся сетевой безопасности и отражения угроз","9559347","175","3186449"
"организация систем видеонаблюдения","4110804","167","1370268"
"построение и обслуживание структурированных кабельных систем (СКС)","816988","66","272329"
"создание и поддержка интеллектуальных медиасистем","5861139","215","2930569"
"телефония","6065610","92","3032805"
"создание виртуального офиса","2901738","205","967246"
"организация резервного копирования","8085040","258","4042520"
"администрирование сетей и серверов","4755769","140","1585256"
"техническая поддержка рабочих станций и ИТ сервисов","7709404","76","2569801"
"веб-разработка","9067580","194","3022526"
"создание мобильных систем","218536","195","72845"
"создание и обслуживание систем контроля доступа к портам и устройствам","1154616","74","384872"
"организацию антивирусной защиты","2811866","320","1405933"
"решения касающиеся сетевой безопасности и отражения угроз","7371550","306","2457183"
"организация систем видеонаблюдения","1195446","23","398482"
"построение и обслуживание структурированных кабельных систем (СКС)","3655514","222","1827757"
"создание и поддержка интеллектуальных медиасистем","5880494","86","2940247"
"телефония","5889246","155","2944623"
"создание виртуального офиса","7302185","281","2434061"
"организация резервного копирования","8709346","182","4354673"
"администрирование сетей и серверов","8627436","79","2875812"
"техническая поддержка рабочих станций и ИТ сервисов","6720970","94","3360485"
"веб-разработка","3731532","294","1243844"
"создание мобильных систем","2857159","318","1428579"
"создание и обслуживание систем контроля доступа к портам и устройствам","291233","322","145616"
"организацию антивирусной защиты","8371424","244","2790474"
"решения касающиеся сетевой безопасности и отражения угроз","576107","21","192035"
"организация систем видеонаблюдения","7124395","287","3562197"
"построение и обслуживание структурированных кабельных систем (СКС)","3283528","75","1641764"
"создание и поддержка интеллектуальных медиасистем","8741776","140","2913925"
"телефония","7535830","23","2511943"
"создание виртуального офиса","6177980","291","2059326"
"организация резервного копирования","767484","220","255828"
"администрирование сетей и серверов","3673391","35","1836695"
"техническая поддержка рабочих станций и ИТ сервисов","4283934","219","1427978"
"веб-разработка","3952486","24","1976243"
"создание мобильных систем","2315335","218","1157667"
"создание и обслуживание систем контроля доступа к портам и устройствам","1452795","133","484265"
"организацию антивирусной защиты","4662077","275","1554025"
"решения касающиеся сетевой безопасности и отражения угроз","2409522","184","1204761"
"организация систем видеонаблюдения","9739512","200","3246504"
"построение и обслуживание структурированных кабельных систем (СКС)","3835974","230","1917987"
"создание и поддержка интеллектуальных медиасистем","2360786","120","1180393"
"телефония","5738176","221","1912725"
"создание виртуального офиса","536275","125","268137"
"организация резервного копирования","2321825","247","773941"
"администрирование сетей и серверов","8070761","224","2690253"
"техническая поддержка рабочих станций и ИТ сервисов","6522684","218","3261342"
"веб-разработка","1226915","329","408971"
"создание мобильных систем","2670662","165","1335331"
"создание и обслуживание систем контроля доступа к портам и устройствам","3690745","251","1845372"
"организацию антивирусной защиты","2402592","320","800864"
"решения касающиеся сетевой безопасности и отражения угроз","4645675","187","1548558"
"организация систем видеонаблюдения","7681922","350","2560640"
"построение и обслуживание структурированных кабельных систем (СКС)","1097991","22","365997"
"создание и поддержка интеллектуальных медиасистем","7246886","155","2415628"
"телефония","4396890","95","2198445"
"создание виртуального офиса","4206013","73","1402004"
"организация резервного копирования","2715048","80","905016"
"администрирование сетей и серверов","206652","300","103326"
"техническая поддержка рабочих станций и ИТ сервисов","4990087","36","1663362"
"веб-разработка","1239493","117","413164"
"создание мобильных систем","1461334","337","730667"
"создание и обслуживание систем контроля доступа к портам и устройствам","9486157","186","4743078"
"организацию антивирусной защиты","318369","290","159184"
"решения касающиеся сетевой безопасности и отражения угроз","7956982","169","2652327"
"организация систем видеонаблюдения","8425459","148","2808486"
"построение и обслуживание структурированных кабельных систем (СКС)","115592","279","57796"
"создание и поддержка интеллектуальных медиасистем","1891589","37","630529"
"телефония","4646544","185","1548848"
"создание виртуального офиса","5604205","109","1868068"
"организация резервного копирования","4516510","321","2258255"
"администрирование сетей и серверов","5940532","33","1980177"
"техническая поддержка рабочих станций и ИТ сервисов","8764667","95","4382333"
"веб-разработка","8785527","151","2928509"
"создание мобильных систем","1927362","17","642454"
"создание и обслуживание систем контроля доступа к портам и устройствам","4428218","273","2214109"
"организацию антивирусной защиты","7318876","69","3659438"
"решения касающиеся сетевой безопасности и отражения угроз","8234981","224","4117490"
"организация систем видеонаблюдения","4323105","361","1441035"
"построение и обслуживание структурированных кабельных систем (СКС)","6470079","133","3235039"
"создание и поддержка интеллектуальных медиасистем","7671538","131","3835769"
"телефония","3372418","255","1686209"
"создание виртуального офиса","4792336","86","2396168"
"организация резервного копирования","6050540","47","2016846"
"администрирование сетей и серверов","3290939","176","1645469"
"техническая поддержка рабочих станций и ИТ сервисов","9316465","16","3105488"
"веб-разработка","7943709","74","2647903"
"создание мобильных систем","5621240","110","1873746"
"создание и обслуживание систем контроля доступа к портам и устройствам","7038743","179","3519371"
"организацию антивирусной защиты","1485823","140","742911"
"решения касающиеся сетевой безопасности и отражения угроз","3043175","98","1521587"
"организация систем видеонаблюдения","4489071","325","2244535"
"построение и обслуживание структурированных кабельных систем (СКС)","3869572","188","1289857"
"создание и поддержка интеллектуальных медиасистем","6073377","28","2024459"
"телефония","7103210","247","2367736"
"создание виртуального офиса","3355454","80","1118484"
"организация резервного копирования","6490536","180","3245268"
"администрирование сетей и серверов","7534736","322","2511578"
"техническая поддержка рабочих станций и ИТ сервисов","4482738","184","2241369"
"веб-разработка","7904061","59","3952030"
"создание мобильных систем","7619950","238","2539983"
"создание и обслуживание систем контроля доступа к портам и устройствам","1042717","63","347572"
"организацию антивирусной защиты","8940593","48","2980197"
"решения касающиеся сетевой безопасности и отражения угроз","2222457","225","1111228"
"организация систем видеонаблюдения","6172199","282","2057399"
"построение и обслуживание структурированных кабельных систем (СКС)","8455986","85","4227993"
"создание и поддержка интеллектуальных медиасистем","8862443","189","2954147"
"телефония","4060829","166","1353609"
"создание виртуального офиса","5226673","182","1742224"
"организация резервного копирования","2599431","241","866477"
"администрирование сетей и серверов","1238190","159","619095"
"техническая поддержка рабочих станций и ИТ сервисов","7468572","243","2489524"
"веб-разработка","4760406","54","2380203"
"создание мобильных систем","8644414","138","4322207"
"создание и обслуживание систем контроля доступа к портам и устройствам","7647680","278","3823840"
"организацию антивирусной защиты","6070910","350","2023636"
"решения касающиеся сетевой безопасности и отражения угроз","3953387","149","1317795"
"организация систем видеонаблюдения","4392860","323","1464286"
"построение и обслуживание структурированных кабельных систем (СКС)","539857","158","269928"
"создание и поддержка интеллектуальных медиасистем","203589","168","101794"
"телефония","2535513","192","1267756"
"создание виртуального офиса","7046756","227","2348918"
"организация резервного копирования","8726319","112","4363159"
"администрирование сетей и серверов","3651706","19","1217235"
"техническая поддержка рабочих станций и ИТ сервисов","6483001","353","3241500"
"веб-разработка","3543025","300","1771512"
"создание мобильных систем","8306519","362","2768839"
"создание и обслуживание систем контроля доступа к портам и устройствам","2834553","54","1417276"
"организацию антивирусной защиты","1404407","267","702203"
"решения касающиеся сетевой безопасности и отражения угроз","3743759","282","1871879"
"организация систем видеонаблюдения","9572169","248","4786084"
"построение и обслуживание структурированных кабельных систем (СКС)","9386166","193","4693083"
"создание и поддержка интеллектуальных медиасистем","8193049","339","4096524"
"телефония","2786423","50","928807"
"создание виртуального офиса","9748661","68","4874330"
"организация резервного копирования","2982122","216","1491061"
"администрирование сетей и серверов","8535641","348","4267820"
"техническая поддержка рабочих станций и ИТ сервисов","610854","58","305427"
"веб-разработка","2641746","30","1320873"
"создание мобильных систем","2087390","142","695796"
"создание и обслуживание систем контроля доступа к портам и устройствам","5706254","42","2853127"
"организацию антивирусной защиты","4795896","41","2397948"
"решения касающиеся сетевой безопасности и отражения угроз","9073678","103","3024559"
"организация систем видеонаблюдения","7062002","71","2354000"
"построение и обслуживание структурированных кабельных систем (СКС)","1297257","342","432419"
"создание и поддержка интеллектуальных медиасистем","7101894","183","3550947"
"телефония","8679487","213","2893162"
"создание виртуального офиса","6322955","49","2107651"
"организация резервного копирования","1917275","258","639091"
"администрирование сетей и серверов","3926521","176","1308840"
"техническая поддержка рабочих станций и ИТ сервисов","8581687","83","2860562"
"веб-разработка","6679479","364","2226493"
"создание мобильных систем","8090772","175","4045386"
"создание и обслуживание систем контроля доступа к портам и устройствам","7159978","108","3579989"
"организацию антивирусной защиты","3518486","185","1759243"
"решения касающиеся сетевой безопасности и отражения угроз","6256606","201","2085535"
"организация систем видеонаблюдения","1865638","222","932819"
"построение и обслуживание структурированных кабельных систем (СКС)","3595705","231","1797852"
"создание и поддержка интеллектуальных медиасистем","9030553","362","3010184"
"телефония","4676711","112","1558903"
"создание виртуального офиса","3939112","160","1313037"
"организация резервного копирования","8346181","286","2782060"
"администрирование сетей и серверов","6270769","209","2090256"
"техническая поддержка рабочих станций и ИТ сервисов","1589380","113","529793"
"веб-разработка","3384918","175","1692459"
"создание мобильных систем","9960046","329","3320015"
"создание и обслуживание систем контроля доступа к портам и устройствам","1573423","36","524474"
"организацию антивирусной защиты","7119355","210","2373118"
"решения касающиеся сетевой безопасности и отражения угроз","6553334","15","3276667"
"организация систем видеонаблюдения","6056005","137","2018668"
"построение и обслуживание структурированных кабельных систем (СКС)","1112539","191","556269"
"создание и поддержка интеллектуальных медиасистем","831249","38","415624"
"телефония","4365429","261","2182714"
"создание виртуального офиса","5441708","363","1813902"
"организация резервного копирования","1342403","49","447467"
"администрирование сетей и серверов","5418645","155","1806215"
"техническая поддержка рабочих станций и ИТ сервисов","2955120","338","985040"
"веб-разработка","8593967","196","2864655"
"создание мобильных систем","4891376","294","1630458"
"создание и обслуживание систем контроля доступа к портам и устройствам","8206247","240","2735415"
"организацию антивирусной защиты","4294223","159","2147111"
"решения касающиеся сетевой безопасности и отражения угроз","5016383","162","2508191"
"организация систем видеонаблюдения","4197557","29","1399185"
"построение и обслуживание структурированных кабельных систем (СКС)","2363651","82","787883"
"создание и поддержка интеллектуальных медиасистем","3453611","80","1151203"
"телефония","4473927","188","2236963"
"создание виртуального офиса","4541697","157","1513899"
"организация резервного копирования","7911246","190","2637082"
"администрирование сетей и серверов","1621169","136","810584"
"техническая поддержка рабочих станций и ИТ сервисов","3373901","325","1686950"
"веб-разработка","9303155","63","3101051"
"создание мобильных систем","3586652","354","1195550"
"создание и обслуживание систем контроля доступа к портам и устройствам","7601310","252","3800655"
"организацию антивирусной защиты","6839719","246","3419859"
"решения касающиеся сетевой безопасности и отражения угроз","8814541","229","2938180"
"организация систем видеонаблюдения","256571","122","128285"
"построение и обслуживание структурированных кабельных систем (СКС)","3989770","320","1994885"
"создание и поддержка интеллектуальных медиасистем","1937558","279","968779"
"телефония","9692897","22","4846448"
"создание виртуального офиса","8203679","317","2734559"
"организация резервного копирования","7647489","94","2549163"
"администрирование сетей и серверов","7363236","68","3681618"
"техническая поддержка рабочих станций и ИТ сервисов","8070249","216","4035124"
"веб-разработка","1595115","221","797557"
"создание мобильных систем","4132236","55","1377412"
"создание и обслуживание систем контроля доступа к портам и устройствам","6494454","184","3247227"
"организацию антивирусной защиты","4616723","121","1538907"
"решения касающиеся сетевой безопасности и отражения угроз","942169","214","471084"
"организация систем видеонаблюдения","5419055","144","2709527"
"построение и обслуживание структурированных кабельных систем (СКС)","6466925","317","2155641"
"создание и поддержка интеллектуальных медиасистем","9130744","285","4565372"
"телефония","9519686","63","4759843"
"создание виртуального офиса","1835627","273","611875"
"организация резервного копирования","6217567","19","3108783"
"администрирование сетей и серверов","9765518","266","4882759"
"техническая поддержка рабочих станций и ИТ сервисов","5157469","18","2578734"
"веб-разработка","9431555","304","3143851"
"создание мобильных систем","8607213","307","2869071"
"создание и обслуживание систем контроля доступа к портам и устройствам","7284851","41","2428283"
"организацию антивирусной защиты","9048094","114","3016031"
"решения касающиеся сетевой безопасности и отражения угроз","3599388","339","1799694"
"организация систем видеонаблюдения","9701345","251","3233781"
"построение и обслуживание структурированных кабельных систем (СКС)","916138","253","458069"
"создание и поддержка интеллектуальных медиасистем","4843467","317","1614489"
"телефония","664478","331","332239"
"создание виртуального офиса","1755879","242","877939"
"организация резервного копирования","7709730","164","3854865"
"администрирование сетей и серверов","2788175","358","1394087"
"техническая поддержка рабочих станций и ИТ сервисов","1604151","120","802075"
"веб-разработка","3618180","345","1809090"
"создание мобильных систем","6886354","62","2295451"
"создание и обслуживание систем контроля доступа к портам и устройствам","4576075","166","2288037"
"организацию антивирусной защиты","2418207","110","806069"
"решения касающиеся сетевой безопасности и отражения угроз","1893943","162","946971"
"организация систем видеонаблюдения","5529345","119","1843115"
"построение и обслуживание структурированных кабельных систем (СКС)","8394270","243","2798090"
"создание и поддержка интеллектуальных медиасистем","5842582","112","2921291"
"телефония","140394","21","46798"
"создание виртуального офиса","5607905","59","1869301"
"организация резервного копирования","2916369","221","1458184"
"администрирование сетей и серверов","247817","168","123908"
"техническая поддержка рабочих станций и ИТ сервисов","9922420","174","3307473"
"веб-разработка","5320156","347","1773385"
"создание мобильных систем","8191452","320","2730484"
"создание и обслуживание систем контроля доступа к портам и устройствам","8778771","359","2926257"
"организацию антивирусной защиты","4161071","208","1387023"
"решения касающиеся сетевой безопасности и отражения угроз","4097670","163","2048835"
"организация систем видеонаблюдения","4369784","139","1456594"
"построение и обслуживание структурированных кабельных систем (СКС)","710400","280","236800"
"создание и поддержка интеллектуальных медиасистем","3207634","265","1603817"
"телефония","9688146","359","3229382"
"создание виртуального офиса","5884770","227","1961590"
"организация резервного копирования","5145965","29","1715321"
"администрирование сетей и серверов","5787402","191","1929134"
"техническая поддержка рабочих станций и ИТ сервисов","5294209","120","2647104"
"веб-разработка","2040201","354","1020100"
"создание мобильных систем","6127019","113","2042339"
"создание и обслуживание систем контроля доступа к портам и устройствам","2360346","39","1180173"
"организацию антивирусной защиты","975348","288","487674"
"решения касающиеся сетевой безопасности и отражения угроз","1429556","14","476518"
"организация систем видеонаблюдения","1490947","289","496982"
"построение и обслуживание структурированных кабельных систем (СКС)","4165131","71","1388377"
"создание и поддержка интеллектуальных медиасистем","2976867","200","992289"
"телефония","4249875","326","2124937"
"создание виртуального офиса","7453907","301","2484635"
"организация резервного копирования","7266961","133","3633480"
"администрирование сетей и серверов","9020263","173","4510131"
"техническая поддержка рабочих станций и ИТ сервисов","4370016","276","1456672"
"веб-разработка","8849206","224","4424603"
"создание мобильных систем","2373853","126","791284"
"создание и обслуживание систем контроля доступа к портам и устройствам","6345585","158","2115195"
"организацию антивирусной защиты","1449585","165","724792"
"решения касающиеся сетевой безопасности и отражения угроз","1276450","363","638225"
"организация систем видеонаблюдения","2451800","174","817266"
"построение и обслуживание структурированных кабельных систем (СКС)","4184830","282","1394943"
"создание и поддержка интеллектуальных медиасистем","9168350","333","4584175"
"телефония","7398763","332","3699381"
"создание виртуального офиса","3490755","105","1745377"
"организация резервного копирования","2558145","76","1279072"
"администрирование сетей и серверов","8120425","201","2706808"
"техническая поддержка рабочих станций и ИТ сервисов","6305157","195","2101719"
"веб-разработка","5406120","40","1802040"
"создание мобильных систем","9159040","116","4579520"
"создание и обслуживание систем контроля доступа к портам и устройствам","6755471","173","2251823"
"организацию антивирусной защиты","5475239","328","1825079"
"решения касающиеся сетевой безопасности и отражения угроз","7042396","18","3521198"
"организация систем видеонаблюдения","7807836","52","3903918"
"построение и обслуживание структурированных кабельных систем (СКС)","1965097","311","655032"
"создание и поддержка интеллектуальных медиасистем","3225610","117","1612805"
"телефония","8527475","322","4263737"
"создание виртуального офиса","9456487","113","3152162"
"организация резервного копирования","8523263","258","2841087"
"администрирование сетей и серверов","7838352","262","3919176"
"техническая поддержка рабочих станций и ИТ сервисов","4418144","265","1472714"
"веб-разработка","9600442","111","3200147"
"создание мобильных систем","4143178","287","2071589"
"создание и обслуживание систем контроля доступа к портам и устройствам","4101634","270","2050817"
"организацию антивирусной защиты","7381576","188","3690788"
"решения касающиеся сетевой безопасности и отражения угроз","825278","164","275092"
"организация систем видеонаблюдения","2896228","249","965409"
"построение и обслуживание структурированных кабельных систем (СКС)","5681202","189","2840601"
"создание и поддержка интеллектуальных медиасистем","574818","17","191606"
"телефония","7772072","105","2590690"
"создание виртуального офиса","3470063","256","1735031"
"организация резервного копирования","7714207","69","3857103"
"администрирование сетей и серверов","3062637","62","1020879"
"техническая поддержка рабочих станций и ИТ сервисов","6834402","355","2278134"
"веб-разработка","6857310","176","3428655"
"создание мобильных систем","6442711","289","2147570"
"создание и обслуживание систем контроля доступа к портам и устройствам","161358","344","80679"
"организацию антивирусной защиты","9884228","242","3294742"
"решения касающиеся сетевой безопасности и отражения угроз","2231652","131","1115826"
"организация систем видеонаблюдения","5872599","213","1957533"
"построение и обслуживание структурированных кабельных систем (СКС)","2982308","23","1491154"
"создание и поддержка интеллектуальных медиасистем","4208770","290","2104385"
"телефония","3949815","353","1316605"
"создание виртуального офиса","178957","94","89478"
"организация резервного копирования","1013002","290","337667"
"администрирование сетей и серверов","5766207","247","2883103"
"техническая поддержка рабочих станций и ИТ сервисов","533632","122","266816"
"веб-разработка","8371390","254","4185695"
"создание мобильных систем","4967208","336","2483604"
"создание и обслуживание систем контроля доступа к портам и устройствам","6344575","82","3172287"
"организацию антивирусной защиты","5082467","137","1694155"
"решения касающиеся сетевой безопасности и отражения угроз","6372004","341","3186002"
"организация систем видеонаблюдения","337910","192","112636"
"построение и обслуживание структурированных кабельных систем (СКС)","5176218","234","1725406"
"создание и поддержка интеллектуальных медиасистем","9424869","301","3141623"
"телефония","1461071","322","730535"
"создание виртуального офиса","9180911","74","3060303"
"организация резервного копирования","438540","127","146180"
"администрирование сетей и серверов","2066142","271","1033071"
"техническая поддержка рабочих станций и ИТ сервисов","602829","44","301414"
"веб-разработка","7830349","328","2610116"
"создание мобильных систем","6205897","282","2068632"
"создание и обслуживание систем контроля доступа к портам и устройствам","1322877","281","440959"
"организацию антивирусной защиты","5714119","355","2857059"
"решения касающиеся сетевой безопасности и отражения угроз","8624430","281","2874810"
"организация систем видеонаблюдения","1242642","285","621321"
"построение и обслуживание структурированных кабельных систем (СКС)","8455259","17","2818419"
"создание и поддержка интеллектуальных медиасистем","5304772","281","2652386"
"телефония","4259346","357","1419782"
"создание виртуального офиса","1820476","47","606825"
"организация резервного копирования","3651129","141","1217043"
"администрирование сетей и серверов","2092346","197","1046173"
"техническая поддержка рабочих станций и ИТ сервисов","7091484","163","2363828"
"веб-разработка","8994032","81","4497016"
"создание мобильных систем","7010885","59","3505442"
"создание и обслуживание систем контроля доступа к портам и устройствам","1230472","320","615236"
"организацию антивирусной защиты","3170478","278","1585239"
"решения касающиеся сетевой безопасности и отражения угроз","3413154","148","1137718"
"организация систем видеонаблюдения","8045164","82","4022582"
"построение и обслуживание структурированных кабельных систем (СКС)","1575148","64","525049"
"создание и поддержка интеллектуальных медиасистем","6415583","96","2138527"
"телефония","8696595","252","4348297"
"создание виртуального офиса","7445730","304","2481910"
"организация резервного копирования","3471458","30","1735729"
"администрирование сетей и серверов","2803239","17","934413"
"техническая поддержка рабочих станций и ИТ сервисов","1677688","332","838844"
"веб-разработка","340319","276","113439"
"создание мобильных систем","1290617","116","645308"
"создание и обслуживание систем контроля доступа к портам и устройствам","615987","355","307993"
"организацию антивирусной защиты","9790499","27","4895249"
"решения касающиеся сетевой безопасности и отражения угроз","6608427","183","3304213"
"организация систем видеонаблюдения","2370547","47","790182"
"построение и обслуживание структурированных кабельных систем (СКС)","1501976","67","750988"
"создание и поддержка интеллектуальных медиасистем","7314032","195","3657016"
"телефония","7977460","200","3988730"
"создание виртуального офиса","111930","244","55965"
"организация резервного копирования","8239460","347","2746486"
"администрирование сетей и серверов","2720845","125","1360422"
"техническая поддержка рабочих станций и ИТ сервисов","3519067","269","1759533"
"веб-разработка","3673690","124","1224563"
"создание мобильных систем","2701776","75","1350888"
"создание и обслуживание систем контроля доступа к портам и устройствам","8560710","271","4280355"
"организацию антивирусной защиты","9818863","33","4909431"
"решения касающиеся сетевой безопасности и отражения угроз","9555486","201","3185162"
"организация систем видеонаблюдения","1663921","208","831960"
"построение и обслуживание структурированных кабельных систем (СКС)","3023213","325","1511606"
"создание и поддержка интеллектуальных медиасистем","7872754","145","3936377"
"телефония","1713514","239","571171"
"создание виртуального офиса","6981710","80","2327236"
"организация резервного копирования","2596419","310","1298209"
"администрирование сетей и серверов","4777080","268","2388540"
"техническая поддержка рабочих станций и ИТ сервисов","1669651","190","834825"
"веб-разработка","7626124","97","3813062"
"создание мобильных систем","8623557","166","2874519"
"создание и обслуживание систем контроля доступа к портам и устройствам","8918157","196","2972719"
"организацию антивирусной защиты","6533110","307","2177703"
"решения касающиеся сетевой безопасности и отражения угроз","7009253","307","2336417"
"организация систем видеонаблюдения","756662","309","378331"
"построение и обслуживание структурированных кабельных систем (СКС)","3764310","320","1882155"
"создание и поддержка интеллектуальных медиасистем","228764","14","114382"
"телефония","2682136","238","894045"
"создание виртуального офиса","7690373","321","3845186"
"организация резервного копирования","8653103","152","4326551"
"администрирование сетей и серверов","6713736","337","3356868"
"техническая поддержка рабочих станций и ИТ сервисов","3179130","354","1059710"
"веб-разработка","2792603","340","930867"
"создание мобильных систем","9510292","274","3170097"
"создание и обслуживание систем контроля доступа к портам и устройствам","9311993","35","4655996"
"организацию антивирусной защиты","5923145","268","2961572"
"решения касающиеся сетевой безопасности и отражения угроз","3047651","356","1523825"
"организация систем видеонаблюдения","8037596","134","4018798"
"построение и обслуживание структурированных кабельных систем (СКС)","3786211","222","1262070"
"создание и поддержка интеллектуальных медиасистем","7676288","17","3838144"
